Time	PitchSensor	RollSensor	AzimuthSensor	PitchIIR	RollIIR	AzimuthIIR	PitchKalman	RollKalman	AzimuthKalman
  36.8	  -0.2646331489	  -0.3343047798	  57.0928268433	  -0.2644546032	  -0.3359403312	  57.0514602661	  -0.2702136636	  -0.3414387703	  57.0579147339
  36.8	  -0.2577665746	  -0.3204996884	  56.8482360840	  -0.2583084404	  -0.3217507899	  56.8646812439	  -0.2637112439	  -0.3305000365	  56.8638229370
  36.8	  -0.2994943559	  -0.3482266665	  56.7409172058	  -0.2961592972	  -0.3460827768	  56.7509613037	  -0.2824046314	  -0.3397605419	  56.7230529785
  36.9	  -0.2855154872	  -0.3482266665	  57.1481285095	  -0.2863776386	  -0.3480530381	  57.1158714294	  -0.2840297520	  -0.3441833258	  57.1163101196
  36.9	  -0.3344208002	  -0.3413901925	  57.1480751038	  -0.3305279911	  -0.3419300318	  57.1454658508	  -0.3103544116	  -0.3427241743	  57.0846519470
  37.0	  -0.3412166834	  -0.3829847276	  56.8538055420	  -0.3403512836	  -0.3796607256	  56.8774147034	  -0.3264771104	  -0.3637565970	  56.8671073914
  37.0	  -0.2506201565	  -0.3272245526	  56.5402908325	  -0.2578866184	  -0.3314708173	  56.5675430298	  -0.2868488431	  -0.3446719944	  56.6265678406
  37.0	  -0.2856890559	  -0.3484383523	  57.0536994934	  -0.2834350765	  -0.3470627666	  57.0142478943	  -0.2862429619	  -0.3466395438	  57.0233078003
  37.1	  -0.2438379526	  -0.3831709325	  56.6883277893	  -0.2470448315	  -0.3802466393	  56.7146606445	  -0.2640902400	  -0.3657238483	  56.7922172546
  37.1	  -0.2507718801	  -0.3483113348	  56.5215339661	  -0.2504700124	  -0.3508977890	  56.5371818542	  -0.2571326494	  -0.3566274047	  56.5455398560
  37.2	  -0.2784881294	  -0.3063864112	  57.0351448059	  -0.2762196660	  -0.3099901974	  56.9946365356	  -0.2682889104	  -0.3303811550	  56.9324951172
  37.2	  -0.2645374835	  -0.3063492179	  57.1083374023	  -0.2654835880	  -0.3066440821	  57.0991554260	  -0.2663291395	  -0.3178266883	  57.0804824829
  37.2	  -0.2856204212	  -0.3204996884	  56.8479766846	  -0.2839882672	  -0.3193766475	  56.8682861328	  -0.2764070630	  -0.3192230761	  56.8465385437
  37.3	  -0.2783526778	  -0.3131935596	  56.7058906555	  -0.2788087726	  -0.3136939108	  56.7190513611	  -0.2774234712	  -0.3160732388	  56.7105216980
  37.3	  -0.2784202993	  -0.3132696450	  57.2139167786	  -0.2784517407	  -0.3133040071	  57.1736679077	  -0.2779442370	  -0.3146086335	  57.1697082520
  37.4	  -0.3412608802	  -0.3064608574	  57.2508430481	  -0.3361710012	  -0.3070154488	  57.2446098328	  -0.3110213280	  -0.3103521764	  57.1645851135
  37.4	  -0.2715285122	  -0.3203050196	  56.7295761108	  -0.2767635584	  -0.3192287385	  56.7711830139	  -0.2903899848	  -0.3155516088	  56.8177375793
  37.4	  -0.2437801659	  -0.3273836076	  56.7743377686	  -0.2464526594	  -0.3267228305	  56.7741394043	  -0.2660406530	  -0.3217327595	  56.8410758972
  37.5	  -0.2645371556	  -0.3202660978	  57.0625190735	  -0.2630729079	  -0.3207888901	  57.0391273499	  -0.2652551830	  -0.3209665716	  57.0452079773
  37.5	  -0.2229496241	  -0.2925884426	  56.9312171936	  -0.2262017131	  -0.2948741317	  56.9398841858	  -0.2431544513	  -0.3061416149	  56.9679183960
  37.6	  -0.2784197330	  -0.3341424167	  56.6288299561	  -0.2741931975	  -0.3309640288	  56.6541481018	  -0.2615773082	  -0.3207694292	  56.6369705200
  37.6	  -0.2646968961	  -0.3552739322	  57.1558723450	  -0.2654665411	  -0.3533036113	  57.1150703430	  -0.2632070184	  -0.3387948871	  57.1359634399
  37.6	  -0.2506810427	  -0.3273040950	  57.1623115540	  -0.2518783212	  -0.3294094205	  57.1585083008	  -0.2566633523	  -0.3327920139	  57.1661491394
  37.7	  -0.2715281248	  -0.3342235386	  56.7437438965	  -0.2699366808	  -0.3338336647	  56.7773323059	  -0.2644288242	  -0.3335398436	  56.7618827820
  37.7	  -0.2924410999	  -0.3412243128	  56.8127479553	  -0.2906180620	  -0.3406255841	  56.8098449707	  -0.2790626585	  -0.3375542760	  56.7817649841
  37.8	  -0.2506502271	  -0.3411828279	  57.0392799377	  -0.2538872659	  -0.3411376774	  57.0207176208	  -0.2642198205	  -0.3394498527	  57.0543785095
  37.8	  -0.2367031276	  -0.3341830075	  56.8757476807	  -0.2380948812	  -0.3347462416	  56.8873901367	  -0.2498448789	  -0.3366984129	  56.9179458618
  37.8	  -0.2855157256	  -0.3412657380	  56.7305488586	  -0.2816733718	  -0.3407374620	  56.7433319092	  -0.2684796154	  -0.3390844464	  56.7081146240
  37.9	  -0.2368183285	  -0.3273836076	  56.9101181030	  -0.2404521257	  -0.3284654021	  56.8966331482	  -0.2519395053	  -0.3329718411	  56.9217262268
  37.9	  -0.2297445536	  -0.3411414027	  56.9978523254	  -0.2306114584	  -0.3401150703	  56.9896659851	  -0.2403447032	  -0.3372396827	  57.0237007141
  38.0	  -0.2508332133	  -0.3344673514	  56.7205734253	  -0.2491939962	  -0.3349251151	  56.7423133850	  -0.2458239794	  -0.3357913792	  56.7308769226
  38.0	  -0.2785215974	  -0.3203439415	  56.8897209167	  -0.2761472166	  -0.3215244412	  56.8776969910	  -0.2629054785	  -0.3277215064	  56.8270187378
  38.1	  -0.3272177875	  -0.3689749539	  57.1547088623	  -0.3230821788	  -0.3651325107	  57.1321601868	  -0.2965027094	  -0.3492726386	  57.0838546753
  38.1	  -0.2714292109	  -0.3341018260	  57.1529960632	  -0.2756121457	  -0.3366147280	  57.1513061523	  -0.2834041417	  -0.3413473070	  57.1652259827
  38.1	  -0.2783859074	  -0.3341018260	  56.6664352417	  -0.2781612575	  -0.3343054056	  56.7056999207	  -0.2807825804	  -0.3375622034	  56.7071189880
  38.2	  -0.2714947760	  -0.3480997980	  56.9350929260	  -0.2720348239	  -0.3469822109	  56.9164276123	  -0.2759305835	  -0.3430671692	  56.9353675842
  38.2	  -0.2854117155	  -0.3411414027	  57.1820030212	  -0.2843281329	  -0.3416144848	  57.1604881287	  -0.2808836102	  -0.3420611620	  57.1494789124
  38.2	  -0.2855846584	  -0.3552739322	  56.8635711670	  -0.2854828537	  -0.3541668952	  56.8875579834	  -0.2833395004	  -0.3489636183	  56.8911895752
  38.3	  -0.2785890698	  -0.3273836076	  56.6796188354	  -0.2791473866	  -0.3295529187	  56.6964797974	  -0.2808578312	  -0.3376900554	  56.6858558655
  38.3	  -0.2786225379	  -0.3413486779	  56.9847145081	  -0.2786650062	  -0.3403931260	  56.9613990784	  -0.2796901166	  -0.3396013677	  56.9659156799
  38.4	  -0.2716267407	  -0.3482690156	  57.0127105713	  -0.2721967697	  -0.3476310968	  57.0085487366	  -0.2754777372	  -0.3441294134	  57.0248641968
  38.4	  -0.2715941072	  -0.3343047798	  56.8753509521	  -0.2716428936	  -0.3353840709	  56.8860969543	  -0.2734489143	  -0.3389969766	  56.8845138550
  38.4	  -0.2855159044	  -0.3343047798	  56.9208221436	  -0.2843922377	  -0.3343922198	  56.9179840088	  -0.2797527909	  -0.3365457356	  56.9002685547
  38.5	  -0.2367317080	  -0.3411828279	  56.9035034180	  -0.2405913472	  -0.3406328857	  56.9046783447	  -0.2572782636	  -0.3389682174	  56.9569549561
  38.5	  -0.2995305061	  -0.3552307785	  56.9419097900	  -0.2947550118	  -0.3540480137	  56.9389228821	  -0.2793511748	  -0.3474639058	  56.9063529968
  38.6	  -0.2995309830	  -0.3413072228	  56.9486351013	  -0.2991441190	  -0.3423392475	  56.9478416443	  -0.2898932695	  -0.3442476094	  56.9170265198
  38.6	  -0.2576720417	  -0.3412657380	  56.8457031250	  -0.2610309124	  -0.3413526714	  56.8539772034	  -0.2730606496	  -0.3426898718	  56.8867568970
  38.6	  -0.3063066304	  -0.3411000073	  57.0662536621	  -0.3026409745	  -0.3411204517	  57.0490837097	  -0.2904286087	  -0.3418593109	  57.0117950439
  38.7	  -0.2856213450	  -0.2856248915	  56.9710464478	  -0.2870009840	  -0.2901234329	  56.9773406982	  -0.2879172564	  -0.3124820292	  56.9377746582
  38.7	  -0.2993868887	  -0.2923752367	  57.0041084290	  -0.2983842194	  -0.2921929061	  57.0019226074	  -0.2939091027	  -0.3019780815	  56.9701881409
  38.8	  -0.3065301478	  -0.3343860209	  57.1992912292	  -0.3058699965	  -0.3309666812	  57.1832656860	  -0.3005024493	  -0.3189082444	  57.1902961731
  38.8	  -0.2715285122	  -0.3203050196	  57.0407524109	  -0.2743090391	  -0.3211682737	  57.0522422791	  -0.2853662372	  -0.3196379542	  57.0875358582
  38.9	  -0.3133791089	  -0.3133837879	  56.7345352173	  -0.3102141619	  -0.3140143752	  56.7602844238	  -0.3000003695	  -0.3163707256	  56.7258644104
  38.9	  -0.2645696104	  -0.3063864112	  56.8377876282	  -0.2682664394	  -0.3070042133	  56.8314895630	  -0.2814910710	  -0.3111548722	  56.8623313904
  38.9	  -0.2716929615	  -0.3413901925	  57.1205482483	  -0.2714152336	  -0.3386033475	  57.0971336365	  -0.2763724625	  -0.3269500434	  57.1338081360
  39.0	  -0.2506498098	  -0.3551013172	  56.8365631104	  -0.2523309588	  -0.3537656665	  56.8575820923	  -0.2629347444	  -0.3416565061	  56.9115142822
  39.0	  -0.2645367682	  -0.3341830075	  56.7032699585	  -0.2635481954	  -0.3357689381	  56.7157897949	  -0.2637716532	  -0.3377522826	  56.7126502991
  39.1	  -0.2994570732	  -0.3760246634	  57.0790100098	  -0.2965478599	  -0.3727632761	  57.0495033264	  -0.2824139893	  -0.3577460647	  57.0364875793
  39.1	  -0.2158804238	  -0.3273040950	  56.9634933472	  -0.2224146724	  -0.3309863210	  56.9704093933	  -0.2476563454	  -0.3418429494	  57.0236701965
  39.1	  -0.2854115069	  -0.3480997980	  56.9910202026	  -0.2803098857	  -0.3467139304	  56.9893798828	  -0.2673799098	  -0.3451115787	  56.9547309875
  39.2	  -0.2994584143	  -0.3342641890	  56.8052749634	  -0.2979070246	  -0.3352728188	  56.8202323914	  -0.2841379642	  -0.3394448161	  56.7719421387
  39.2	  -0.2436018288	  -0.3549719751	  57.1314811707	  -0.2479986846	  -0.3533770144	  57.1062507629	  -0.2629615664	  -0.3475563526	  57.1613502502
  39.3	  -0.2437507063	  -0.3203828335	  57.1550025940	  -0.2440949380	  -0.3230568171	  57.1510772705	  -0.2529256642	  -0.3333607018	  57.1574974060
  39.3	  -0.2644400299	  -0.3479730487	  56.7141532898	  -0.2627930939	  -0.3459560573	  56.7496223450	  -0.2589408457	  -0.3409942985	  56.7478485107
  39.3	  -0.2644411325	  -0.3062376380	  56.9322662354	  -0.2643076181	  -0.3094546795	  56.9174613953	  -0.2618142366	  -0.3228371739	  56.8846511841
  39.4	  -0.3066794872	  -0.3345489800	  57.1994247437	  -0.3032428324	  -0.3325136602	  57.1765251160	  -0.2852521837	  -0.3289555311	  57.1302795410
  39.4	  -0.2923689485	  -0.3759333491	  56.8439483643	  -0.2932489216	  -0.3724195063	  56.8708343506	  -0.2889700532	  -0.3534971178	  56.8943367004
  39.5	  -0.2994950116	  -0.3273438215	  56.6837043762	  -0.2989889383	  -0.3309959173	  56.6988372803	  -0.2944683731	  -0.3398344219	  56.6685943604
  39.5	  -0.2854126990	  -0.3063492179	  57.0311546326	  -0.2865120173	  -0.3083449602	  57.0042877197	  -0.2897376120	  -0.3223414719	  56.9871215820
  39.5	  -0.2576100230	  -0.3203050196	  57.0001258850	  -0.2599512339	  -0.3193361759	  57.0004577637	  -0.2729539275	  -0.3212776482	  57.0348548889
  39.6	  -0.3062303066	  -0.3967208564	  56.5699272156	  -0.3024834096	  -0.3904554844	  56.6050567627	  -0.2903377712	  -0.3606897593	  56.6268806458
  39.6	  -0.3133784831	  -0.3342641890	  56.9856796265	  -0.3124954998	  -0.3388180733	  56.9548835754	  -0.3023744226	  -0.3468848467	  56.9095954895
  39.7	  -0.2646006346	  -0.3481843770	  57.1442222595	  -0.2684803009	  -0.3474256694	  57.1289176941	  -0.2826411128	  -0.3475637436	  57.1703529358
  39.7	  -0.2854818106	  -0.3133837879	  57.0743560791	  -0.2841047049	  -0.3161412179	  57.0787696838	  -0.2841251194	  -0.3297078907	  57.0531959534
  39.7	  -0.2784877419	  -0.3203050196	  56.7948455811	  -0.2789426148	  -0.3199677765	  56.8179359436	  -0.2811801136	  -0.3247957528	  56.8152656555
  39.8	  -0.2784869373	  -0.3481420577	  56.8937149048	  -0.2785238326	  -0.3458599746	  56.8875656128	  -0.2797731757	  -0.3369920552	  56.9081954956
  39.8	  -0.3061961234	  -0.3062004447	  57.2310409546	  -0.3039558828	  -0.3094111085	  57.2033233643	  -0.2935767472	  -0.3209062815	  57.1510848999
  39.9	  -0.2785215974	  -0.3203439415	  56.6556015015	  -0.2805830240	  -0.3194578588	  56.7001113892	  -0.2857118249	  -0.3206125200	  56.7129592896
  39.9	  -0.2506196201	  -0.3480997980	  56.6164741516	  -0.2530462146	  -0.3457802236	  56.6232109070	  -0.2673793733	  -0.3349720836	  56.6858139038
  39.9	  -0.2716275156	  -0.3204217851	  57.0457801819	  -0.2701217532	  -0.3224767148	  57.0114288330	  -0.2695986331	  -0.3273708820	  57.0005569458
  40.0	  -0.2924070656	  -0.2854513824	  57.3633613586	  -0.2906025052	  -0.2884495556	  57.3350296021	  -0.2815139294	  -0.3054718077	  57.2763862610
  40.0	  -0.2715946436	  -0.3134218752	  56.7639045715	  -0.2731345892	  -0.3113987148	  56.8102684021	  -0.2763320506	  -0.3096249998	  56.8230209351
  40.1	  -0.2786225379	  -0.3413486779	  56.8297615051	  -0.2781778872	  -0.3389221728	  56.8281822205	  -0.2775286436	  -0.3261976838	  56.8505630493
  40.1	  -0.2993852496	  -0.3480997980	  57.1892814636	  -0.2976683676	  -0.3473567963	  57.1599845886	  -0.2889466882	  -0.3376395106	  57.1527290344
  40.1	  -0.3203377724	  -0.3551445007	  56.6751976013	  -0.3185012341	  -0.3545134962	  56.7144813538	  -0.3053456247	  -0.3467842638	  56.6906929016
  40.2	  -0.2715285122	  -0.3203050196	  56.7129173279	  -0.2753329277	  -0.3230756521	  56.7130317688	  -0.2876792848	  -0.3329513073	  56.7302703857
  40.2	  -0.2784540951	  -0.3133076727	  57.1360511780	  -0.2782013118	  -0.3140987754	  57.1018447876	  -0.2828599811	  -0.3226893246	  57.0992507935
  40.3	  -0.2645361722	  -0.3550582230	  57.0533180237	  -0.2656430304	  -0.3517405391	  57.0572547913	  -0.2732875049	  -0.3395991027	  57.1026954651
  40.3	  -0.2646655142	  -0.3273836076	  56.6599044800	  -0.2647447288	  -0.3293574154	  56.6920585632	  -0.2687833011	  -0.3332176507	  56.6964797974
  40.3	  -0.2507712841	  -0.3691991568	  56.6334152222	  -0.2519033253	  -0.3659715056	  56.6381607056	  -0.2593736947	  -0.3520146608	  56.6867942810
  40.4	  -0.2645040751	  -0.3550151289	  57.1309432983	  -0.2634840608	  -0.3559019566	  57.0909767151	  -0.2620538473	  -0.3535821140	  57.0911712646
  40.4	  -0.2298562080	  -0.3413072228	  56.4530677795	  -0.2325814515	  -0.3424899876	  56.5047035217	  -0.2452335656	  -0.3471696377	  56.5327453613
  40.5	  -0.3066051006	  -0.3205386400	  56.7578506470	  -0.3006069064	  -0.3223173618	  56.7374038696	  -0.2772945166	  -0.3332573771	  56.6481704712
  40.5	  -0.2368181795	  -0.3343454301	  56.8351707458	  -0.2419835031	  -0.3333714902	  56.8272476196	  -0.2561493814	  -0.3338257968	  56.8678894043
  40.5	  -0.3411777318	  -0.3133457303	  57.3572769165	  -0.3331458867	  -0.3149672449	  57.3143768311	  -0.3005688488	  -0.3231268525	  57.2032051086
  40.6	  -0.3204170167	  -0.3134599626	  56.7346382141	  -0.3214484155	  -0.3135821223	  56.7817459106	  -0.3109376729	  -0.3180768192	  56.7422027588
  40.6	  -0.2506505549	  -0.3272643089	  56.5813102722	  -0.2563834488	  -0.3261563778	  56.5974540710	  -0.2794432342	  -0.3228764236	  56.6711196899
  40.7	  -0.3204146326	  -0.3830778003	  57.1271629333	  -0.3152265847	  -0.3784658015	  57.0840988159	  -0.3008470237	  -0.3543260694	  57.0876312256
  40.7	  -0.2437809408	  -0.2925173640	  56.6315155029	  -0.2495682985	  -0.2994793952	  56.6681327820	  -0.2710352838	  -0.3220367432	  56.6877784729
  40.7	  -0.3343397379	  -0.3343454301	  56.8507041931	  -0.3274732828	  -0.3315212429	  56.8359527588	  -0.3041060269	  -0.3284669220	  56.7731857300
  40.8	  -0.2437786907	  -0.3830778003	  56.7454452515	  -0.2505579889	  -0.3789017498	  56.7527351379	  -0.2725905478	  -0.3569960892	  56.8592605591
  40.8	  -0.2993865013	  -0.3063492179	  57.3257064819	  -0.2954331338	  -0.3122233450	  57.2793502808	  -0.2865889668	  -0.3305377364	  57.2187156677
  40.9	  -0.2715623677	  -0.2854861021	  56.6829452515	  -0.2734963000	  -0.2876522243	  56.7311935425	  -0.2787389457	  -0.3070024252	  56.7094078064
  40.9	  -0.2715285122	  -0.3203050196	  56.6152534485	  -0.2716878653	  -0.3176603913	  56.6246414185	  -0.2749721706	  -0.3139518201	  56.6413764954
  40.9	  -0.2784881294	  -0.3063864112	  57.1122627258	  -0.2779372633	  -0.3072995842	  57.0728073120	  -0.2768089175	  -0.3099996150	  57.0643806458
  41.0	  -0.2367042452	  -0.2854167521	  56.4866638184	  -0.2400437295	  -0.2871890962	  56.5341110229	  -0.2558579147	  -0.2971573472	  56.5611724854
  41.0	  -0.3133021295	  -0.3411414027	  56.7384643555	  -0.3073683083	  -0.3367712796	  56.7218666077	  -0.2858672142	  -0.3201349378	  56.6907501221
  41.1	  -0.2854130864	  -0.2923752367	  56.8682441711	  -0.2871914208	  -0.2959713042	  56.8564071655	  -0.2856299877	  -0.3056330681	  56.8333969116
  41.1	  -0.3063438237	  -0.3411414027	  57.0882072449	  -0.3047924936	  -0.3374826312	  57.0693778992	  -0.2964510322	  -0.3241829276	  57.0701065063
