Time	PitchSensor	RollSensor	AzimuthSensor	PitchIIR	RollIIR	AzimuthIIR	PitchKalman	RollKalman	AzimuthKalman
   0.3	  -1.7375588417	  -1.7850569487	  60.5069885254
   0.5	  -1.7074007988	  -1.7988309860	  60.4370498657	  -1.7098447084	  -1.7977144718	  60.4426841736	  -1.7093027830	  -1.7979623079	  60.4406204224
   0.6	  -1.7272406816	  -1.7907786369	  60.9783630371	  -1.7258323431	  -1.7913401127	  60.9349746704	  -1.7200894356	  -1.7936427593	  60.9136848450
   0.6	  -1.7831716537	  -1.7840360403	  60.4398002625	  -1.7785272598	  -1.7846277952	  60.4800109863	  -1.7541385889	  -1.7884575129	  60.3988761902
   0.6	  -1.6858905554	  -1.8120973110	  60.2255363464	  -1.6933953762	  -1.8098721504	  60.2460632324	  -1.7182173729	  -1.8008997440	  60.3369102478
   0.7	  -1.7622302771	  -1.7979567051	  60.7275238037	  -1.7566554546	  -1.7989217043	  60.6885833740	  -1.7412494421	  -1.7993595600	  60.6409568787
   0.7	  -1.7487798929	  -1.7565637827	  61.1877212524	  -1.7494180202	  -1.7599955797	  61.1473388672	  -1.7451850176	  -1.7769938707	  61.1063728333
   0.8	  -1.7481364012	  -1.7628831863	  60.5510787964	  -1.7482403517	  -1.7626495361	  60.5995330811	  -1.7467268705	  -1.7696217299	  60.5830917358
   0.8	  -1.7274765968	  -1.7630976439	  60.5248565674	  -1.7291586399	  -1.7630614042	  60.5308609009	  -1.7366702557	  -1.7662134171	  60.5483818054
   0.8	  -1.7350594997	  -1.7707036734	  60.8101005554	  -1.7345814705	  -1.7700842619	  60.7874641418	  -1.7358288765	  -1.7685592175	  60.7938079834
   0.9	  -1.7548382282	  -1.8044763803	  60.2473754883	  -1.7531986237	  -1.8016921282	  60.2913589478	  -1.7457594872	  -1.7873226404	  60.2932395935
   0.9	  -1.7422243357	  -1.7778826952	  60.3878097534	  -1.7431138754	  -1.7798125744	  60.3800163269	  -1.7439126968	  -1.7823913097	  60.3780555725
   1.0	  -1.7480698824	  -1.8325345516	  60.6607933044	  -1.7476687431	  -1.8282665014	  60.6380462646	  -1.7460844517	  -1.8085864782	  60.6663093567
   1.0	  -1.7409341335	  -1.7975178957	  60.9706230164	  -1.7414796352	  -1.8000079393	  60.9437255859	  -1.7433938980	  -1.8028041124	  60.9449081421
   1.0	  -1.7067590952	  -1.8190581799	  60.2075538635	  -1.7095723152	  -1.8175148964	  60.2674217224	  -1.7242555618	  -1.8112952709	  60.3228759766
   1.1	  -1.7285128832	  -1.7780989408	  60.4131507874	  -1.7269780636	  -1.7812931538	  60.4014511108	  -1.7264796495	  -1.7939532995	  60.3785324097
   1.1	  -1.7067123652	  -1.8677836657	  60.4062843323	  -1.7083532810	  -1.8607811928	  60.4058265686	  -1.7161530256	  -1.8325228691	  60.4771270752
   1.2	  -1.7840313911	  -1.7918671370	  60.3960685730	  -1.7778997421	  -1.7974512577	  60.3967590332	  -1.7516132593	  -1.8112840652	  60.2933273315
   1.2	  -1.6998589039	  -1.7563503981	  60.4293708801	  -1.7061785460	  -1.7596786022	  60.4267501831	  -1.7245763540	  -1.7825863361	  60.4438171387
   1.2	  -1.7282496691	  -1.8336484432	  60.3774223328	  -1.7264616489	  -1.8276554346	  60.3814163208	  -1.7264952660	  -1.8092615604	  60.4125747681
   1.3	  -1.7626779079	  -1.7774504423	  60.9158782959	  -1.7597451210	  -1.7815163136	  60.8727531433	  -1.7453974485	  -1.7926430702	  60.8109397888
   1.3	  -1.6645853519	  -1.7768025398	  60.1196479797	  -1.6722909212	  -1.7771842480	  60.1808280945	  -1.7031805515	  -1.7843679190	  60.2621002197
   1.4	  -1.7422178984	  -1.7849035263	  60.4067306519	  -1.7365511656	  -1.7842780352	  60.3884239197	  -1.7235739231	  -1.7846477032	  60.3484802246
   1.4	  -1.7278634310	  -1.7983936071	  60.4914855957	  -1.7285668850	  -1.7972503901	  60.4831237793	  -1.7258148193	  -1.7918287516	  60.4839172363
   1.4	  -1.7411603928	  -1.7838190794	  60.1778068542	  -1.7401409149	  -1.7849068642	  60.2025756836	  -1.7338315248	  -1.7876445055	  60.1788406372
   1.5	  -1.7143746614	  -1.7849035263	  60.2659378052	  -1.7164628506	  -1.7849040031	  60.2608375549	  -1.7236671448	  -1.7862125635	  60.2804336548
   1.5	  -1.7274372578	  -1.8049168587	  60.4822387695	  -1.7265487909	  -1.8032964468	  60.4642791748	  -1.7256367207	  -1.7959840298	  60.4738273621
   1.6	  -1.7137306929	  -1.8051360846	  60.6867446899	  -1.7147687674	  -1.8049868345	  60.6687278748	  -1.7194169760	  -1.8007651567	  60.6898193359
   1.6	  -1.7341771126	  -1.8116569519	  60.2419509888	  -1.7326056957	  -1.8111168146	  60.2765808105	  -1.7271277905	  -1.8064551353	  60.2679061890
   1.6	  -1.6854747534	  -1.8186161518	  60.1777076721	  -1.6892923117	  -1.8180086613	  60.1857185364	  -1.7053680420	  -1.8128082752	  60.2432212830
   1.7	  -1.6999938488	  -1.8332028389	  60.4766769409	  -1.6991268396	  -1.8319715261	  60.4531250000	  -1.7025605440	  -1.8234626055	  60.4778060913
   1.7	  -1.7414044142	  -1.7491765022	  59.9554100037	  -1.7379808426	  -1.7558819056	  59.9956741333	  -1.7228528261	  -1.7846549749	  59.9010429382
   1.8	  -1.7348352671	  -1.7844696045	  60.2932052612	  -1.7350903749	  -1.7821536064	  60.2690811157	  -1.7291125059	  -1.7845582962	  60.2468910217
   1.8	  -1.7418076992	  -1.7704883814	  60.5592002869	  -1.7412636280	  -1.7714331150	  60.5357666016	  -1.7357445955	  -1.7772080898	  60.5094070435
   1.8	  -1.7137306929	  -1.8051360846	  60.4796562195	  -1.7159607410	  -1.8024065495	  60.4841575623	  -1.7242443562	  -1.7917978764	  60.5267715454
   1.9	  -1.7352304459	  -1.8127580881	  60.0826454163	  -1.7336691618	  -1.8119193316	  60.1153182983	  -1.7299835682	  -1.8027477264	  60.1198081970
   1.9	  -1.7360606194	  -1.8275738955	  60.3523483276	  -1.7358669043	  -1.8263051510	  60.3331489563	  -1.7331582308	  -1.8157171011	  60.3428878784
   2.0	  -1.7276403904	  -1.8120973110	  60.4435653687	  -1.7283064127	  -1.8132473230	  60.4346313477	  -1.7302757502	  -1.8138260841	  60.4396095276
   2.0	  -1.7494043112	  -1.7711343765	  60.0722351074	  -1.7476946115	  -1.7745468616	  60.1015625000	  -1.7402687073	  -1.7915235758	  60.0504531860
   2.0	  -1.7229967117	  -1.8005820513	  60.2262191772	  -1.7249987125	  -1.7984715700	  60.2161407471	  -1.7312457561	  -1.7962558270	  60.2387809753
   2.1	  -1.7483159304	  -1.7979567051	  60.5335998535	  -1.7464296818	  -1.7979983091	  60.5079193115	  -1.7401634455	  -1.7971445322	  60.4903907776
   2.1	  -1.7487133741	  -1.8262408972	  60.5111083984	  -1.7485283613	  -1.8239532709	  60.5108337402	  -1.7446300983	  -1.8123449087	  60.5185050964
   2.2	  -1.6711095572	  -1.8042573929	  59.7454223633	  -1.6773771048	  -1.8058515787	  59.8074150085	  -1.7062224150	  -1.8081198931	  59.8900375366
   2.2	  -1.7765618563	  -1.8123173714	  60.2440528870	  -1.7685242891	  -1.8117935658	  60.2085227966	  -1.7429683208	  -1.8103127480	  60.1338005066
   2.2	  -1.7423895597	  -1.8269072771	  60.2794494629	  -1.7445071936	  -1.8256827593	  60.2737121582	  -1.7426660061	  -1.8189818859	  60.2794761658
   2.3	  -1.7421846390	  -1.8197216988	  59.7457427979	  -1.7423725128	  -1.8202044964	  59.7885437012	  -1.7424144745	  -1.8193683624	  59.7901000977
   2.3	  -1.7626510859	  -1.8053555489	  60.0576934814	  -1.7610089779	  -1.8065577745	  60.0358581543	  -1.7529863119	  -1.8120479584	  60.0023269653
   2.4	  -1.7549777031	  -1.8812472820	  60.2432632446	  -1.7554661036	  -1.8751999140	  60.2263832092	  -1.7540267706	  -1.8481981754	  60.2680206299
   2.4	  -1.7143746614	  -1.7849035263	  60.3553581238	  -1.7177052498	  -1.7922216654	  60.3450241089	  -1.7333121300	  -1.8151326180	  60.3534393311
   2.4	  -1.8053159714	  -1.8271294832	  59.9602050781	  -1.7982180119	  -1.8243013620	  59.9915237427	  -1.7709275484	  -1.8213996887	  59.9145812988
   2.5	  -1.7141401768	  -1.8125379086	  60.1259956360	  -1.7209488153	  -1.8134905100	  60.1151885986	  -1.7412613630	  -1.8167703152	  60.1708221436
   2.5	  -1.7280197144	  -1.8543130159	  60.1280441284	  -1.7274467945	  -1.8510063887	  60.1269912720	  -1.7343440056	  -1.8363829851	  60.1725845337
   2.6	  -1.6934328079	  -1.8475751877	  60.2562789917	  -1.6961884499	  -1.8478534222	  60.2458152771	  -1.7129716873	  -1.8422298431	  60.3055458069
   2.6	  -1.7151818275	  -1.8136403561	  59.9425163269	  -1.7136424780	  -1.8164126873	  59.9670562744	  -1.7141264677	  -1.8272945881	  59.9499893188
   2.6	  -1.7552930117	  -1.7770185471	  60.3193016052	  -1.7519222498	  -1.7802069187	  60.2907867432	  -1.7356320620	  -1.8010299206	  60.2066650391
   2.7	  -1.7280400991	  -1.8334256411	  60.3542671204	  -1.7299748659	  -1.8291138411	  60.3490829468	  -1.7316658497	  -1.8179537058	  60.3729133606
   2.7	  -1.7063446045	  -1.8186161518	  59.7566947937	  -1.7082579136	  -1.8194662333	  59.8044853210	  -1.7184379101	  -1.8182998896	  59.8367843628
   2.8	  -1.7566117048	  -1.7365211248	  60.2687606812	  -1.7526923418	  -1.7432450056	  60.2311172485	  -1.7383803129	  -1.7755779028	  60.1337547302
   2.8	  -1.7134692669	  -1.8605970144	  60.1415252686	  -1.7166445255	  -1.8510977030	  60.1488418579	  -1.7253665924	  -1.8199926615	  60.2279968262
   2.8	  -1.7213289738	  -1.7918671370	  60.3484001160	  -1.7209492922	  -1.7966670990	  60.3323745728	  -1.7232573032	  -1.8052997589	  60.3248367310
   2.9	  -1.7213026285	  -1.8197216988	  59.7977142334	  -1.7212738991	  -1.8178542852	  59.8412094116	  -1.7222362757	  -1.8128340244	  59.8526725769
   2.9	  -1.7354414463	  -1.8129788637	  60.0407867432	  -1.7342936993	  -1.8133734465	  60.0245666504	  -1.7291347980	  -1.8129098415	  60.0097846985
   3.0	  -1.7280534506	  -1.8195005655	  60.2619972229	  -1.7285585403	  -1.8190042973	  60.2428131104	  -1.7285698652	  -1.8163528442	  60.2473258972
   3.0	  -1.7065118551	  -1.8605970144	  59.5602035522	  -1.7082971334	  -1.8572291136	  59.6155357361	  -1.7170466185	  -1.8394664526	  59.6722717285
   3.0	  -1.7143548727	  -1.8057945967	  59.8681068420	  -1.7138643265	  -1.8099626303	  59.8476104736	  -1.7156404257	  -1.8218761683	  59.8324813843
   3.1	  -1.7288595438	  -1.8552148342	  60.0112495422	  -1.7276444435	  -1.8515480757	  59.9979362488	  -1.7225462198	  -1.8392925262	  60.0035514832
   3.1	  -1.7621824741	  -1.8466773033	  60.4105262756	  -1.7593871355	  -1.8470717669	  60.3771553040	  -1.7432526350	  -1.8431504965	  60.3348274231
   3.2	  -1.7215117216	  -1.8199430704	  59.6387023926	  -1.7245815992	  -1.8221420050	  59.6984710693	  -1.7318950891	  -1.8310266733	  59.7051544189
   3.2	  -1.7502146959	  -1.8138607740	  60.1828689575	  -1.7481373549	  -1.8145318031	  60.1434936523	  -1.7414654493	  -1.8220590353	  60.1101570129
   3.2	  -1.7487133741	  -1.8262408972	  60.1647071838	  -1.7486670017	  -1.8252934217	  60.1629943848	  -1.7452518940	  -1.8242437840	  60.1543960571
   3.3	  -1.6936718225	  -1.8129788637	  59.4518356323	  -1.6981275082	  -1.8139765263	  59.5092620850	  -1.7183060646	  -1.8183590174	  59.5624427795
   3.3	  -1.7493777275	  -1.7990497351	  59.7971267700	  -1.7452263832	  -1.8002586365	  59.7736854553	  -1.7345381975	  -1.8082716465	  59.7272682190
   3.4	  -1.7493777275	  -1.7990497351	  60.2396430969	  -1.7490416765	  -1.7991477251	  60.2018241882	  -1.7422904968	  -1.8034540415	  60.1737022400
   3.4	  -1.7434886694	  -1.7862066031	  60.3414039612	  -1.7439386845	  -1.7872554064	  60.3301506042	  -1.7429164648	  -1.7944439650	  60.3147621155
   3.4	  -1.7329398394	  -1.7825177908	  59.6495971680	  -1.7338290215	  -1.7829008102	  59.7046737671	  -1.7377047539	  -1.7882136106	  59.7071762085
   3.5	  -1.7348290682	  -1.7914315462	  59.9516258240	  -1.7347475290	  -1.7907400131	  59.9315605164	  -1.7362023592	  -1.7898948193	  59.9374542236
   3.5	  -1.7495902777	  -1.7992684841	  60.2090911865	  -1.7483872175	  -1.7985771894	  60.1866264343	  -1.7431963682	  -1.7947915792	  60.1772689819
   3.6	  -1.6932470798	  -1.8264631033	  59.4263229370	  -1.6977121830	  -1.8242049217	  59.4875984192	  -1.7171024084	  -1.8113372326	  59.5684661865
   3.6	  -1.7489793301	  -1.7707036734	  59.9598579407	  -1.7448266745	  -1.7750371695	  59.9214935303	  -1.7337552309	  -1.7901099920	  59.8618049622
   3.6	  -1.7075951099	  -1.8129788637	  60.0505828857	  -1.7106114626	  -1.8099045753	  60.0401611328	  -1.7200888395	  -1.8020567894	  60.0827674866
   3.7	  -1.7424097061	  -1.8060141802	  60.2699699402	  -1.7398340702	  -1.8063294888	  60.2514190674	  -1.7317495346	  -1.8041242361	  60.2304954529
   3.7	  -1.7545500994	  -1.8807885647	  59.4686965942	  -1.7533591986	  -1.8747627735	  59.5323638916	  -1.7436608076	  -1.8441742659	  59.5565757751
   3.8	  -1.7633138895	  -1.7851207256	  60.0464363098	  -1.7625070810	  -1.7923882008	  60.0048675537	  -1.7539275885	  -1.8133243322	  59.9423980713
   3.8	  -1.7702618837	  -1.7990497351	  60.3037490845	  -1.7696337700	  -1.7985099554	  60.2795257568	  -1.7624608278	  -1.8058673143	  60.2448348999
   3.8	  -1.7422046661	  -1.7988309860	  59.7180671692	  -1.7444260120	  -1.7988048792	  59.7632446289	  -1.7518788576	  -1.8021914959	  59.7799110413
   3.9	  -2.2738890648	  -1.8962301016	  61.1490478516	  -2.2307291031	  -1.8882859945	  61.0331993103	  -2.0245809555	  -1.8513181210	  60.4541320801
   3.9	  -2.0170340538	  -4.2677698135	  56.3414726257	  -2.0342311859	  -4.0777845383	  56.7676963806	  -2.0206384659	  -3.1136910915	  58.7290916443
   4.0	  -1.7797656059	  -2.1694393158	  58.1444282532	  -1.8008533716	  -2.3269727230	  58.0408210754	  -1.8948047161	  -2.6204066277	  57.7686767578
   4.0	   0.5259776115	   0.3551968634	  55.9431495667	   0.3429580629	   0.1442989707	  56.0749511719	  -0.6301692724	  -1.0659282207	  56.5020980835
   4.0	  -1.1624945402	  -2.4444537163	  55.0023002625	  -1.0388207436	  -2.2316486835	  55.1032714844	  -0.9082601666	  -1.7860808372	  55.5989952087
   4.1	  -1.9616914988	  -1.4719914198	  59.2718925476	  -1.8864358664	  -1.5339726210	  58.9348869324	  -1.4585809708	  -1.6219980717	  57.5186386108
   4.1	  -1.0755586624	   0.5448319316	  58.8895339966	  -1.1411503553	   0.3769008219	  58.8932533264	  -1.2584871054	  -0.4900292754	  57.7991828918
   4.2	   0.1732400060	  -2.0312747955	  51.7009620667	   0.0675493032	  -1.8376893997	  52.3263854980	  -0.5105416775	  -1.2951878309	  54.9288482666
   4.2	  -5.4706482887	  -4.5506429672	  65.6247253418	  -5.0195817947	  -4.3283452988	  64.0845642090	  -3.1017398834	  -2.9958629608	  59.3359870911
   4.2	  -2.7289917469	  -2.6689763069	  59.9175987244	  -2.9146409035	  -2.8030788898	  60.1999740601	  -2.9070134163	  -2.8250946999	  60.1305313110
   4.3	  -2.1893577576	  -3.4392662048	  52.1203002930	  -2.2472481728	  -3.3885223866	  52.7802238464	  -2.5321044922	  -3.1459426880	  54.2932510376
   4.3	  -2.0093946457	  -3.2291827202	  43.4730033875	  -2.0288136005	  -3.2421894073	  44.2171440125	  -2.2590367794	  -3.1894278526	  45.0267715454
   4.4	   2.1488313675	  -0.2156741172	  36.7959098816	   1.8105957508	  -0.4609436095	  37.2410202026	   0.0436677486	  -1.6359157562	  37.6774597168
   4.4	  -0.5238450766	  -2.4803960323	  30.4013385773	  -0.3340507746	  -2.3162574768	  31.0512123108	  -0.2528053820	  -2.0770788193	  31.6297035217
   4.4	   0.8696208596	  -2.1295664310	  21.6642608643	   0.7724621296	  -2.1446382999	  22.3657360077	   0.3335588574	  -2.1044988632	  23.0585060120
   4.5	  -0.8749042153	  -2.1845188141	  16.5679149628	  -0.7407762408	  -2.1812713146	  17.0741233826	  -0.2977516353	  -2.1463019848	  16.7333698273
   4.5	   0.6722442508	  -1.0604836941	  13.6142187119	   0.5587934256	  -1.1504790783	  13.8687791824	   0.2089817375	  -1.5790619850	  12.7516088486
   4.6	   0.9157959819	  -3.3577969074	   0.6947436929	   0.8867197633	  -3.1777369976	   1.7349759340	   0.5782270432	  -2.5082871914	   3.9441707134
   4.6	   0.4798071682	  -1.1127905846	   3.6317658424	   0.5126518011	  -1.2793015242	   3.4798715115	   0.5268117189	  -1.7792688608	   1.8664910793
   4.6	  -0.2990037799	  -2.3022692204	 357.7239379883	  -0.2332964689	  -2.2194545269	 358.2103576660	   0.0953992829	  -2.0524885654	 358.7974243164
   4.7	  -0.9973186851	  -1.8905600309	 358.2432556152	  -0.9352726936	  -1.9172741175	 358.2401733398	  -0.4754450917	  -1.9678957462	 358.1160888672
   4.7	   0.5921586156	  -3.1368947029	 353.2820129395	   0.4685417116	  -3.0381867886	 353.6477050781	   0.0822793916	  -2.5785901546	 355.0010986328
   4.8	  -0.3481297195	  -2.0545620918	 356.1737060547	  -0.2820250988	  -2.1341824532	 355.9592895508	  -0.1425696909	  -2.3048336506	 355.4272460938
   4.8	  -0.3693126738	  -2.0911717415	 356.1521606445	  -0.3622375131	  -2.0946583748	 356.1364135742	  -0.2610220015	  -2.1932151318	 355.8292236328
   4.8	  -0.1322351098	  -2.0468614101	 356.6577148438	  -0.1508462876	  -2.0507292747	 356.6161193848	  -0.1937427223	  -2.1167588234	 356.3884277344
   4.9	   0.3414816260	  -1.7426391840	 357.8563232422	   0.3015610576	  -1.7676215172	 357.7583618164	   0.0858626813	  -1.9213160276	 357.2280273438
   4.9	   0.7732748389	  -1.6863236427	   0.5229619145	   0.7350776196	  -1.6929072142	   0.3033886552	   0.4449721277	  -1.7985543013	 359.9664916992
   5.0	   1.2841417789	  -2.5139551163	   1.7739988565	   1.2398306131	  -2.4476709366	   1.6564190388	   0.8833608627	  -2.1722853184	   2.5699388981
   5.0	  -0.8023635745	  -3.0226655006	   5.7976284027	  -0.6362316012	  -2.9758875370	   5.4176568985	   0.0027252987	  -2.6165306568	   6.4264297485
   5.0	  -1.0241345167	  -1.9931788445	  13.0591144562	  -0.9927577972	  -2.0727005005	  12.4325857162	  -0.5337142348	  -2.2908868790	  11.3394412994
   5.1	  -0.0348335654	  -2.8940727711	  13.7185430527	  -0.1124577522	  -2.8275234699	  13.6190977097	  -0.2730951011	  -2.6059958935	  14.5055294037
   5.1	  -0.1041444689	  -1.5693041086	  23.2599487305	  -0.1048172787	  -1.6708449125	  22.5005569458	  -0.1848339885	  -2.0644199848	  21.3564567566
   5.2	   0.7832587361	  -2.5047345161	  24.1945762634	   0.7108747363	  -2.4367561340	  24.0627098083	   0.3209051788	  -2.2944438457	  25.0382232666
   5.2	  -0.2917909622	  -2.4397120476	  30.9701805115	  -0.2110177577	  -2.4394741058	  30.3780670166	   0.0008279470	  -2.3703331947	  30.2123432159
   5.2	   0.6524125338	  -1.0620254278	  38.9569625854	   0.5825935602	  -1.1734300852	  38.3156318665	   0.3412207961	  -1.6868631840	  37.4604225159
   5.3	  -0.5648835897	  -2.8188476562	  44.8547401428	  -0.4715593755	  -2.6850128174	  44.2672729492	  -0.1321352124	  -2.2782206535	  44.4556884766
   5.3	  -1.3134313822	  -2.9150798321	  51.8860740662	  -1.2451179028	  -2.8964064121	  51.2414665222	  -0.7492535114	  -2.6109209061	  50.4726333618
   5.4	   0.1046159044	  -1.9811284542	  55.3175659180	  -0.0045590685	  -2.0551488400	  55.0148200989	  -0.3031854630	  -2.2819125652	  55.4219894409
   5.4	  -1.1238297224	  -2.3526799679	  64.0671463013	  -1.0336370468	  -2.3286986351	  63.3116912842	  -0.7318963408	  -2.3188817501	  62.3682975769
   5.4	  -0.0209454354	  -0.7544581294	  67.5300903320	  -0.1034691632	  -0.8827111721	  67.2223205566	  -0.3604900539	  -1.5016148090	  67.2160949707
   5.5	  -0.2840082943	  -3.9661483765	  69.7950592041	  -0.2695178390	  -3.7182612419	  69.5499954224	  -0.3205353916	  -2.7891061306	  70.8860244751
   5.5	   1.2828800678	   1.7966152430	  75.6770935059	   1.1575369835	   1.3503084183	  75.3030166626	   0.5171013474	  -0.3934897780	  75.8150405884
   5.6	   0.0349406227	  -4.9285230637	  82.4751739502	   0.1265940219	  -4.4170703888	  81.6544647217	   0.2652168274	  -2.7626264095	  82.0249633789
   5.6	  -1.3606623411	  -1.0902223587	 273.4393920898	  -1.2411381006	  -1.3579086065	 272.6618347168	  -0.5841550827	  -1.8889496326	 270.5530090332
   5.6	   0.1105218008	   0.1864672154	 275.7691650391	   0.0016055456	   0.0620512366	 275.5325927734	  -0.2212504745	  -0.8047357798	 276.4936523438
   5.7	  -3.5100986958	  -6.3827552795	 300.4785156250	  -3.2239081860	  -5.8544063568	 297.7360229492	  -1.9393702745	  -3.7187366486	 289.5279846191
   5.7	  -2.1049299240	  -0.1177530810	 288.9559326172	  -2.1954660416	  -0.5767962933	 289.4768981934	  -2.0258598328	  -1.8375548124	 290.3997497559
   5.8	  -4.3060965538	  -4.2117547989	 304.2631530762	  -4.1327877045	  -3.9117245674	 302.8779907227	  -3.2170734406	  -3.0778553486	 298.4721069336
   5.8	  -2.5035858154	  -1.0855958462	 294.3843688965	  -2.6340098381	  -1.3110411167	 294.9936218262	  -2.8443422318	  -2.0370833874	 296.7090759277
   5.8	  -2.3467042446	  -0.3685437143	 293.3895568848	  -2.3695642948	  -0.4434417188	 293.5109252930	  -2.5843720436	  -1.1654254198	 295.1115722656
   5.9	  -3.0641682148	  -1.4876400232	 295.9879760742	  -3.0061180592	  -1.4002711773	 295.7642822266	  -2.8350214958	  -1.3337527514	 295.1495666504
   5.9	  -3.2019870281	  -0.6549845338	 295.4259948730	  -3.1863396168	  -0.7146064639	 295.4519958496	  -3.0267269611	  -0.9791590571	 295.3669128418
   6.0	  -3.2549815178	  -0.5651543140	 295.7154235840	  -3.2494213581	  -0.5772628784	 295.6942443848	  -3.1459691525	  -0.7628797889	 295.6632385254
   6.0	  -3.3163940907	  -0.5510066748	 295.3778991699	  -3.3109714985	  -0.5531328321	 295.4037170410	  -3.2350003719	  -0.6521956325	 295.3256225586
   6.0	  -3.4792807102	  -0.4625815153	 295.7863464355	  -3.4655890465	  -0.4699489474	 295.7555847168	  -3.3626143932	  -0.5531397462	 295.5812377930
   6.1	  -3.0991060734	  -0.6190367341	 295.3019104004	  -3.1286032200	  -0.6070415378	 295.3387451172	  -3.2249555588	  -0.5875648856	 295.5871582031
   6.1	  -3.2868080139	  -0.6147726178	 295.7230224609	  -3.2739503384	  -0.6141440868	 295.6918640137	  -3.2572677135	  -0.6017783880	 295.6266174316
   6.2	  -3.2392039299	  -0.6359498501	 295.5488281250	  -3.2420208454	  -0.6341825724	 295.5604248047	  -3.2478311062	  -0.6196298599	 295.5563354492
   6.2	  -3.0420949459	  -0.7734210491	 295.5999755859	  -3.0582489967	  -0.7621726990	 295.5967407227	  -3.1403532028	  -0.6999716163	 295.7426452637
   6.2	  -3.0305445194	  -0.7145739198	 295.9396972656	  -3.0327994823	  -0.7184476852	 295.9122619629	  -3.0829882622	  -0.7075999379	 296.0389709473
   6.3	  -4.2134361267	  -2.4727907181	 302.0265808105	  -4.1195316315	  -2.3328852654	 301.5196533203	  -3.6735429764	  -1.6297492981	 299.0665893555
   6.3	  -2.4854302406	  -0.5213573575	 291.3087463379	  -2.6207227707	  -0.6710001230	 292.1086425781	  -3.0528635979	  -1.0507166386	 293.8583679199
   6.4	  -3.4715783596	  -1.6923030615	 293.5702209473	  -3.4025971889	  -1.6093957424	 293.4450683594	  -3.2716035843	  -1.3858863115	 292.7507934570
   6.4	  -2.1958956718	  -0.9177507162	 283.8373413086	  -2.2925038338	  -0.9730661511	 284.5944519043	  -2.7096452713	  -1.1413285732	 286.0451660156
   6.4	  -1.6468144655	  -1.6612769365	 281.9613037109	  -1.6984753609	  -1.6062433720	 282.1793823242	  -2.1544141769	  -1.4129538536	 283.4971618652
   6.5	  -2.0542542934	  -1.2006424665	 280.1610717773	  -2.0247116089	  -1.2343325615	 280.3191223145	  -2.1020896435	  -1.3020408154	 280.6085815430
   6.5	  -1.4803060293	  -2.2041850090	 278.3241577148	  -1.5238834620	  -2.1266036034	 278.4911804199	  -1.7772651911	  -1.7733279467	 279.1369934082
   6.6	  -1.4344958067	  -6.5937099457	 274.9516601562	  -1.4421021938	  -6.2302551270	 275.3325500488	  -1.5981997252	  -4.2915329933	 275.1878356934
   6.6	   2.1122746468	   2.8897831440	  81.7436981201	   1.8314579725	   2.1666660309	  82.3525238037	   0.3401809931	  -0.5399580002	  85.6634902954
   6.6	  -2.1875145435	  -6.4686603546	 271.6493225098	  -1.8617670536	  -5.7668161392	 270.3803405762	  -0.9803067446	  -3.6371586323	  86.9681091309
   6.7	   2.8246564865	   2.1606383324	  73.9460449219	   2.4464609623	   1.5185645819	  74.7342147827	   1.0074357986	  -0.6083444357	  77.1577301025
   6.7	   0.6410259008	  -1.3867613077	  76.1823348999	   0.7878020406	  -1.1509212255	  76.0386047363	   0.8160204291	  -1.0149955750	  76.0572967529
   6.8	  -0.4945018291	  -2.4178218842	  78.5774612427	  -0.3906655014	  -2.3152313232	  78.3517303467	   0.1313934624	  -1.7478431463	  77.0435485840
   6.8	   0.1672542095	  -2.1264898777	  76.3484802246	   0.1220354736	  -2.1417870522	  76.5086822510	   0.1501273960	  -1.9456510544	  76.5708389282
   6.8	  -0.2925692499	  -2.2858738899	  77.2045364380	  -0.2589998841	  -2.2742073536	  77.1478729248	  -0.0811407790	  -2.1233861446	  76.6752319336
   6.9	  -0.3971922398	  -2.2304241657	  76.8323974609	  -0.3859975040	  -2.2339708805	  76.8579788208	  -0.2462485284	  -2.1793036461	  76.4354476929
   6.9	   0.1242796332	  -2.2516453266	  74.3244323730	   0.0832908526	  -2.2502257824	  74.5279541016	  -0.0526817292	  -2.2170956135	  75.0070953369
   7.0	  -1.3129178286	  -1.9116421938	  75.4798507690	  -1.2003901005	  -1.9389392138	  75.4039993286	  -0.7110389471	  -2.0575244427	  73.6530151367
   7.0	  -1.9888613224	  -0.5761518478	  74.4201507568	  -1.9265868664	  -0.6838880777	  74.5078125000	  -1.3785834312	  -1.2836440802	  72.0138092041
   7.0	  -2.8750259876	   2.5211277008	  71.1732482910	  -2.7969717979	   2.2561705112	  71.4260635376	  -2.1603367329	   0.7039980888	  67.3372039795
   7.1	  -4.7544121742	   4.6638197899	  75.1382904053	  -4.5910882950	   4.4621491432	  74.7864608765	  -3.5155019760	   2.7726397514	  68.8100433350
   7.1	  -4.8932676315	   7.2113909721	  73.7606124878	  -4.8693847656	   6.9903230667	  73.8484268188	  -4.2352576256	   5.0914783478	  68.8259124756
   7.2	  -4.2172322273	  11.0786161423	  72.4012603760	  -4.2701702118	  10.7522239685	  72.5117797852	  -4.2258410454	   8.2192058563	  69.1115036011
   7.2	  -4.6077332497	  13.9564476013	  74.2851486206	  -4.5812740326	  13.7003068924	  74.1353454590	  -4.4253444672	  11.2163858414	  70.4283294678
