MkMagnettoSettings {rangeAcc = RA2, rangeGyro = RG125, cycleMag = CM200, frequencyAccAndGyro = FAG25, frequencyMag = FM600}
MkPortName {portName = "/dev/ttyUSB0"}
System Coordinate = Base (how as PNI)

Time         TimeStep MagX   MagY    MagZ   AccX   AccY   AccZ  GyroX  GyroY  GyroZ     Temp       Pitch   Roll  Azimuth
  19.3     0.0400500000  -12.2930000000   -0.2130000000   35.7600000000   -0.2283930000    0.3273920000    0.9166250000   13.7480000000   -7.9160000000  -15.5800000000      29.9         13.2055028517   19.6552614309  109.3360837825 
  19.4     0.0400500000  -12.2260000000    0.5460000000   35.7730000000   -0.2198480000    0.3422850000    0.8789060000   36.0830000000   -4.0830000000  -22.9380000000      30.1         13.1205953602   21.2781464215  109.0003356247 
  19.4     0.0400500000  -12.2260000000    0.6260000000   35.7860000000   -0.2496330000    0.3444820000    0.8743890000   17.1600000000    2.0380000000  -25.8320000000      29.9         14.8756042484   21.5028936576  104.3628386795 
  19.5     0.0400500000  -12.3600000000    0.2660000000   35.9330000000   -0.2370600000    0.3688960000    0.9329830000  -22.2740000000    7.1600000000   -0.3580000000      29.9         13.2944884410   21.5735513721  108.4366890892 
  19.5     0.0400500000  -12.3600000000   -0.0400000000   35.8660000000   -0.2242430000    0.3160400000    0.9471430000  -16.1900000000   -1.6870000000   -1.6330000000      30.1         12.6577221845   18.4526775717  112.0229031538 
  19.5     0.0400500000  -11.9460000000   -1.0000000000   35.9460000000   -0.2185050000    0.3443600000    0.8969720000  -29.8770000000  -16.8320000000  -18.7400000000      30.1         12.8122419096   21.0024890445  107.2351813258 
  19.6     0.0400500000  -11.6260000000   -1.0260000000   36.0660000000   -0.2290030000    0.3052970000    0.9105220000    2.2740000000  -10.9380000000  -25.6640000000      30.0         13.4122668875   18.5362443768  105.5144644517 
  19.6     0.0400500000  -11.1860000000   -1.7060000000   36.2800000000   -0.2199700000    0.3166500000    0.9516600000  -32.1830000000  -12.8470000000    0.8390000000      29.8         12.3703235708   18.4040575230  105.6688357309 
  19.7     0.0400490000  -10.8000000000   -2.2930000000   36.3460000000   -0.2072750000    0.2727050000    0.9204100000  -19.6250000000  -17.3960000000   -8.4730000000      29.8         12.1842826528   16.5038421047  104.9293897495 
  19.7     0.0400500000  -10.1600000000   -2.4660000000   36.5200000000   -0.2026360000    0.2581780000    0.9124750000    0.3960000000  -23.3430000000  -29.6640000000      30.2         12.0618014190   15.7984652625  102.5111182478 
  19.7     0.0400490000   -9.8530000000   -2.7600000000   36.5860000000   -0.1596670000    0.2495110000    0.9150390000   -8.4420000000   -6.3200000000  -30.2360000000      30.1          9.5558975694   15.2524907387  107.9352268124 
  19.8     0.0400500000   -9.1730000000   -3.4400000000   36.8660000000   -0.1900630000    0.2521970000    0.9162590000  -18.8770000000  -15.9840000000  -64.0680000000      29.9         11.3097172439   15.3893760271   99.5470251997 
  19.8     0.0400500000   -8.4000000000   -4.3600000000   37.0130000000   -0.1820060000    0.1855460000    0.9536130000  -28.8390000000  -22.9460000000  -65.9610000000      29.9         10.6111341829   11.0105603260   98.6155173494 
  19.9     0.0400500000   -7.3730000000   -5.4130000000   37.1600000000   -0.1921380000    0.2116690000    0.9173580000  -26.4500000000  -28.5870000000  -79.5800000000      29.8         11.5347977665   12.9928970967   90.9544543504 
  19.9     0.0400500000   -6.4260000000   -5.7860000000   37.5200000000   -0.1922600000    0.1409910000    0.9991450000  -10.1980000000  -15.8770000000  -60.5870000000      30.1         10.7876512150    8.0320693331   87.4431096609 
  19.9     0.0400490000   -5.6400000000   -6.0260000000   37.6660000000   -0.1796870000    0.1577140000    0.9781490000   -5.2670000000  -20.8470000000  -56.4800000000      30.1         10.2793630680    9.1593801549   85.6192743805 
  20.0     0.0400500000   -4.8930000000   -6.4400000000   37.7860000000   -0.1970210000    0.1252440000    0.9943840000  -14.6100000000  -21.6030000000  -42.3200000000      30.1         11.1214274193    7.1786793904   78.4287976384 
  20.0     0.0400500000   -4.3200000000   -6.6800000000   37.9060000000   -0.1660150000    0.1353750000    0.9687500000   -4.7400000000  -13.2590000000  -38.4800000000      30.1          9.6325188396    7.9551081079   81.0509045573 
  20.1     0.0400500000   -3.5860000000   -6.9330000000   38.1730000000   -0.1962890000    0.1402580000    0.9904780000  -13.8540000000  -16.6870000000  -28.6940000000      29.9         11.1014496211    8.0598596955   73.7042397568 
  20.1     0.0400500000   -3.3200000000   -7.2130000000   38.2260000000   -0.1542960000    0.1179190000    0.9822990000   -9.5570000000  -10.6640000000  -16.1220000000      29.8          8.8642551181    6.8452528103   78.2579316215 
  20.1     0.0400500000   -2.9730000000   -7.0800000000   38.4130000000   -0.1724850000    0.1163330000    0.9681390000    9.9690000000   -8.4880000000  -24.9380000000      30.2         10.0312243959    6.8518931414   72.9175521168 
  20.2     0.0400500000   -2.6930000000   -7.0400000000   38.7460000000   -0.1540520000    0.1036370000    0.9892570000   -6.3960000000   -5.8540000000  -15.1060000000      29.8          8.8038714876    5.9806311702   74.1965376833 
  20.2     0.0400490000   -2.5600000000   -7.2530000000   38.7330000000   -0.1228020000    0.1192620000    1.0627440000   -7.2670000000   -7.3810000000   -7.2360000000      30.0          6.5506405317    6.4029901554   81.3404968087 
  20.3     0.0400500000   -2.3860000000   -7.6400000000   38.7460000000   -0.1491690000    0.0977780000    0.9641110000  -17.3740000000   -8.6790000000    8.5030000000      29.9          8.7509780876    5.7910104804   73.5930578081 
  20.3     0.0400500000   -2.4400000000   -7.9060000000   38.7730000000   -0.1202390000    0.1085200000    1.0203850000   -5.7630000000   -3.5410000000   10.7780000000      30.1          6.6832188492    6.0707021183   80.6650543503 
  20.3     0.0400500000   -1.8400000000   -8.0530000000   38.9460000000   -0.0937500000    0.0773920000    1.0804440000  -14.0380000000  -36.1370000000   12.9690000000      30.1          4.9465167143    4.0970882906   82.2762435591 
  20.4     0.0400500000   -0.9200000000   -9.1060000000   38.6660000000   -0.0692130000    0.0747070000    1.0451660000  -39.9080000000  -32.4880000000   16.8770000000      30.1          3.7790965173    4.0884685120   82.3930706384 
  20.4     0.0400500000   -0.6000000000   -9.4930000000   38.6000000000   -0.0759270000    0.0484610000    0.9916990000  -14.6560000000  -13.4350000000    0.0450000000      30.1          4.3729715571    2.7976268984   78.5303401852 
  20.5     0.0400500000    0.3200000000  -10.4130000000   38.4800000000   -0.0484610000    0.0102530000    0.9932860000  -37.9160000000  -34.8700000000    3.5570000000      29.9          2.7930155799    0.5914034470   78.5504317394 
  20.5     0.0400490000    1.6800000000  -11.4130000000   38.0130000000   -0.0208740000    0.0184320000    1.0056150000  -43.0680000000  -49.2130000000  -10.5410000000      30.1          1.1889436913    1.0500614719   78.4973868356 
  20.5     0.0400500000    2.1060000000  -12.2530000000   37.6660000000    0.0125730000   -0.0352780000    1.0289300000  -26.1060000000  -10.8160000000   -0.5260000000      30.1         -0.6996792822   -1.9636797818   81.4806927693 
  20.6     0.0400500000    2.0800000000  -12.2530000000   37.6930000000    0.0026850000   -0.0332030000    1.0034170000    0.1450000000    0.0530000000   -1.0990000000      30.1         -0.1532310574   -1.8952219125   79.8050643517 
  20.6     0.0400500000    2.2000000000  -12.2130000000   37.7860000000    0.0037840000   -0.0344230000    1.0035400000    0.1980000000   -0.1370000000   -0.1600000000      29.9         -0.2159144319   -1.9645650717   79.3276685750 
  20.7     0.0400500000    2.1600000000  -12.2260000000   37.7330000000    0.0032950000   -0.0313720000    1.0031730000    0.1750000000    0.0000000000   -0.2740000000      29.8         -0.1880998257   -1.7912140450   79.5568721539 
  20.7     0.0400490000    2.1060000000  -12.2400000000   37.6800000000    0.0020750000   -0.0466300000    1.0025630000    0.1290000000    0.4730000000   -6.0830000000      30.1         -0.1184565841   -2.6629530234   79.0493081715 
  20.7     0.0400500000    2.3860000000  -12.1600000000   37.8800000000    0.0141600000   -0.0428460000    1.0031730000    0.0220000000    0.7090000000  -19.4880000000      30.1         -0.8079519012   -2.4456438452   80.0653277208 
  20.8     0.0400500000    2.7730000000  -12.0130000000   37.7860000000    0.0155020000   -0.0510250000    1.0045160000   -0.3510000000    1.5190000000  -65.3810000000      29.9         -0.8829976782   -2.9078746596   77.7879890258 
  20.8     0.0400500000    3.7200000000  -11.6530000000   37.7730000000    0.0493160000   -0.0832510000    1.0012200000   -0.6030000000    4.3430000000 -125.0610000000      30.1         -2.8101943600   -4.7531845722   77.8737919248 
  20.9     0.0400500000    4.9330000000  -11.0530000000   37.7860000000   -0.0162350000    0.0015860000    1.0029290000   -0.7480000000    4.7400000000 -125.0610000000      30.1          0.9273982320    0.0906056466   63.4874242187 
  20.9     0.0400500000    6.1600000000  -10.2660000000   38.0000000000   -0.0008540000   -0.0303950000    1.0058590000   -0.8240000000    3.9080000000 -125.0610000000      29.9          0.0486233750   -1.7308344788   55.8046150401 
  20.9     0.0400500000    7.2660000000   -9.3860000000   37.9460000000    0.0059810000   -0.0260000000    1.0001220000   -1.0830000000    4.7930000000 -125.0610000000      29.8         -0.3425244473   -1.4891731293   50.0321109047 
  21.0     0.0400490000    7.9330000000   -8.7060000000   37.9330000000   -0.0030510000   -0.0247800000    1.0042720000   -0.7480000000    3.3740000000 -112.6250000000      30.1          0.1740123146   -1.4134630680   43.9816946821 
  21.0     0.0400500000    8.7200000000   -7.7730000000   38.2000000000    0.0032950000   -0.0360100000    1.0064690000   -0.4500000000    3.2900000000  -98.1750000000      30.1         -0.1874555510   -2.0490857804   36.6840755209 
  21.1     0.0400500000    9.2000000000   -7.2260000000   38.0800000000   -0.0319820000   -0.0227050000    1.0029290000   -0.2130000000    1.7780000000  -77.3050000000      29.8          1.8259956211   -1.2968799391   31.4231964431 
  21.1     0.0400500000    9.5060000000   -6.7600000000   38.0400000000    0.0131830000   -0.0529780000    1.0037840000   -0.2740000000    1.9000000000  -60.6330000000      30.1         -0.7513939331   -3.0211699693   27.7965543407 
  21.1     0.0400500000    9.7330000000   -6.4000000000   38.0000000000   -0.0140380000   -0.0352780000    1.0021970000   -0.3350000000    1.5870000000  -56.7090000000      30.1          0.8020057994   -2.0160170929   26.2330952674 
  21.2     0.0400500000    9.9860000000   -5.9860000000   38.1860000000   -0.0043940000   -0.0192870000    1.0046380000   -0.4190000000    1.0450000000  -28.4800000000      30.1          0.2505476296   -1.0998269706   27.3507742159 
  21.2     0.0400500000   10.1200000000   -5.7460000000   38.0800000000   -0.0019530000   -0.0412590000    1.0026850000    0.1450000000    2.2820000000  -40.0450000000      30.1          0.1115045133   -2.3563070134   22.2733779729 
  21.3     0.0400490000   10.1860000000   -5.5860000000   38.0130000000    0.0036620000   -0.0290520000    1.0039060000    0.1060000000   -0.1600000000  -19.6940000000      30.1         -0.2089124013   -1.6576178956   24.0520624475 
  21.3     0.0400610000   10.2930000000   -5.2530000000   38.2930000000    0.0157470000   -0.0264890000    1.0042720000    0.0070000000    3.2130000000  -22.5800000000      29.9         -0.8980127912   -1.5109015174   23.6407277320 
  21.3     0.0400390000   10.3860000000   -5.1460000000   38.1200000000   -0.0058590000   -0.0346670000    1.0030510000   -0.0150000000   -0.4350000000  -20.1370000000      29.9          0.3344713739   -1.9794432053   19.8318416335 
  21.4     0.0400500000   10.4000000000   -5.1330000000   37.9860000000    0.0174560000   -0.0290520000    1.0034170000    0.2060000000    0.5490000000   -2.6410000000      30.1         -0.9962313124   -1.6584252594   22.4942312972 
  21.4     0.0400500000   10.3600000000   -5.1860000000   38.0000000000    0.0036620000   -0.0323480000    1.0032950000    0.2360000000    0.2290000000    0.0610000000      30.1         -0.2090185274   -1.8466772506   21.1726174929 
  21.5     0.0400490000   10.4400000000   -5.1060000000   38.1860000000    0.0048820000   -0.0312500000    1.0029290000    0.1900000000   -0.5800000000    0.1290000000      30.1         -0.2787636053   -1.7846866564   20.8945278504 
  21.5     0.0400500000   10.4260000000   -5.1330000000   38.0260000000    0.0075680000   -0.0305170000    1.0035400000    0.1900000000   -0.6480000000    0.7250000000      29.9         -0.4318770573   -1.7417907019   21.4086418719 
  21.5     0.0400500000   10.4400000000   -5.2260000000   37.9600000000    0.0081780000   -0.0174560000    1.0034170000    0.1900000000   -1.3350000000    7.6870000000      30.1         -0.4668882708   -0.9966487012   24.2587799073 
  21.6     0.0400500000   10.3330000000   -5.4260000000   37.9460000000   -0.0150140000   -0.0335690000    1.0034170000    0.3580000000   -0.9690000000   27.4350000000      30.1          0.8567661880   -1.9160976458   20.8599585809 
  21.6     0.0400510000   10.2130000000   -5.6130000000   38.0660000000   -0.0026850000   -0.0303950000    1.0036620000    0.5260000000   -1.1290000000   33.4960000000      30.1          0.1532072600   -1.7346209356   23.3737672037 
  21.7     0.0400500000    9.9600000000   -6.1330000000   37.9460000000   -0.0056150000   -0.0214840000    1.0046380000    0.6250000000   -2.0070000000   64.4500000000      29.9          0.3201540432   -1.2250730488   27.6098609464 
  21.7     0.0400500000    9.4530000000   -6.8660000000   37.8800000000   -0.0139160000   -0.0491940000    1.0019530000    1.0000000000   -2.3120000000   94.5340000000      29.9          0.7947655177   -2.8108573741   26.6080290470 
  21.7     0.0400490000    8.9860000000   -7.6000000000   38.0530000000   -0.0064690000   -0.0324700000    1.0034170000    0.9840000000   -2.7170000000   92.6640000000      30.1          0.3691858570   -1.8534119003   34.5842115977 
  21.8     0.0400500000    8.3860000000   -8.3730000000   37.8800000000    0.0036620000   -0.0336910000    1.0012200000    0.7480000000   -2.6480000000  103.3280000000      29.9         -0.2094420021   -1.9272727380   40.7047691928 
  21.8     0.0400500000    7.6660000000   -9.1860000000   37.7460000000   -0.0346670000   -0.0272210000    1.0039060000    2.3200000000   -7.0830000000  125.0640000000      30.1          1.9770326312   -1.5531995528   42.2855225704 
  21.9     0.0400500000    6.8400000000   -9.9200000000   37.6530000000    0.0307610000   -0.0568840000    1.0031730000    5.1600000000  -12.0070000000  125.0640000000      30.1         -1.7535353964   -3.2454289265   53.8927191268 
  21.9     0.0400500000    5.8930000000  -10.6260000000   37.7600000000    0.0051260000   -0.0289300000    1.0064690000    2.0220000000   -3.8700000000  125.0640000000      29.9         -0.2916874488   -1.6464596745   59.1370463786 
  21.9     0.0400500000    4.8660000000  -11.2530000000   37.6400000000    0.0046380000   -0.0483390000    0.9979240000    0.3050000000    0.5410000000  120.9380000000      29.9         -0.2659768719   -2.7732147198   63.5345645888 
  22.0     0.0400500000    4.0000000000  -11.6400000000   37.5730000000    0.0369870000   -0.0268550000    1.0012200000   -1.1600000000    4.0610000000   78.1980000000      30.1         -2.1148947224   -1.5364348747   76.2554309947 
  22.0     0.0400500000    3.1600000000  -11.9600000000   37.7860000000   -0.0109860000   -0.0189200000    1.0035400000    0.7630000000   -2.2590000000   95.4730000000      29.9          0.6270945513   -1.0800842390   72.3609353322 
  22.1     0.0400500000    2.1330000000  -12.3060000000   37.5730000000    0.0158690000   -0.0461420000    1.0095210000    0.5030000000   -2.2290000000  117.5490000000      30.1         -0.8996383705   -2.6169868052   81.7451446615 
  22.1     0.0400500000    0.7200000000  -12.6130000000   37.4660000000    0.0108640000   -0.0235590000    1.0003660000    2.4800000000   -6.9230000000  125.0640000000      30.1         -0.6220366911   -1.3490880383   88.4853120366 
  22.1     0.0400500000   -0.2660000000  -12.7200000000   37.4130000000   -0.0140380000   -0.0671380000    1.0076900000    2.3200000000   -6.0680000000  102.7780000000      29.9          0.7963631858   -3.8117350740   88.5145826989 
  22.2     0.0400500000   -1.2000000000  -12.6660000000   37.6000000000    0.0102530000   -0.0384520000    0.9947500000    1.8620000000   -2.9920000000  110.5950000000      30.1         -0.5900924610   -2.2136627134   98.0866112971 
  22.2     0.0400490000   -2.2400000000  -12.7060000000   37.4000000000    0.0241690000   -0.0501700000    1.0129390000   -1.1290000000    2.3280000000   83.3960000000      29.9         -1.3651607321   -2.8354937215  106.1750027914 
  22.3     0.0400500000   -2.7460000000  -12.6530000000   37.3460000000    0.0333250000   -0.0458980000    1.0004880000    0.2820000000   -1.7170000000   45.6640000000      29.9         -1.9057423552   -2.6266373743  110.1242584472 
  22.3     0.0400500000   -3.0400000000  -12.6000000000   37.5460000000   -0.0219720000   -0.0205070000    1.0031730000    0.3510000000   -0.3280000000   41.3660000000      29.9          1.2544583948   -1.1710850735  100.5901587506 
  22.3     0.0400500000   -3.5460000000  -12.4930000000   37.4400000000    0.0222160000   -0.0439450000    1.0032950000    0.5260000000   -1.5190000000   55.5800000000      29.9         -1.2672807098   -2.5079908789  112.0169461040 
  22.4     0.0400500000   -3.7730000000  -12.4800000000   37.3600000000    0.0109860000   -0.0343010000    1.0025630000    0.3740000000   -0.2440000000   12.9920000000      30.1         -0.6274500520   -1.9595140081  110.5027054786 
  22.4     0.0400500000   -3.8000000000  -12.4930000000   37.2930000000    0.0001220000   -0.0336910000    1.0030510000    0.1600000000    0.0990000000    0.3740000000      30.1         -0.0069648954   -1.9237572813  108.7094546624 
  22.5     0.0400500000   -3.7200000000  -12.4530000000   37.5200000000    0.0017080000   -0.0310050000    1.0031730000    0.2670000000   -0.1600000000    0.0530000000      30.1         -0.0975050067   -1.7702732445  108.5345201393 
  22.5     0.0400490000   -3.7460000000  -12.4930000000   37.3860000000    0.0006100000   -0.0325920000    1.0040280000    0.1290000000    0.1750000000    0.0300000000      30.1         -0.0347918799   -1.8592395357  108.4857685275 
  22.5     0.0400500000   -3.7860000000  -12.4800000000   37.2800000000    0.0006100000   -0.0323480000    1.0025630000    0.1830000000    0.1450000000    0.0000000000      30.1         -0.0348429404   -1.8480246281  108.6716450873 
  22.6     0.0400500000   -3.6000000000  -12.5200000000   37.5730000000    0.0018310000   -0.0322260000    1.0039060000    0.0070000000    0.5340000000  -11.2360000000      30.1         -0.1044464784   -1.8385984050  107.9769586154 
  22.6     0.0400500000   -3.6400000000  -12.4930000000   37.4660000000    0.0035400000   -0.0345450000    1.0036620000    0.1370000000    0.1140000000   -0.5030000000      30.0         -0.2019665839   -1.9712828252  108.6245028204 
  22.7     0.0400500000   -3.5060000000  -12.5060000000   37.3460000000    0.0002440000   -0.0303950000    1.0032950000    0.2590000000   -0.0300000000  -15.5870000000      29.9         -0.0139278665   -1.7352550629  107.1804763212 
  22.7     0.0400490000   -3.5200000000  -12.5600000000   37.3060000000    0.0059810000   -0.0349120000    1.0035400000    0.1600000000    0.1220000000   -5.0680000000      29.9         -0.3412667408   -1.9924505970  108.4020466731 
  22.7     0.0400500000   -3.2660000000  -12.5600000000   37.5330000000    0.0133050000   -0.0360100000    1.0028070000    0.0000000000    0.9840000000  -19.0070000000      30.0         -0.7596523420   -2.0565621148  108.5911991008 
  22.8     0.0400500000   -3.1730000000  -12.5460000000   37.4260000000   -0.0117180000   -0.0285640000    1.0040280000    0.0760000000    0.1670000000  -12.8160000000      29.8          0.6683976572   -1.6295913297  103.3909886941 
  22.8     0.0400500000   -3.1860000000  -12.6130000000   37.3200000000    0.0093990000   -0.0362540000    1.0032950000    0.0610000000    0.9310000000   -4.9770000000      30.1         -0.5363886688   -2.0694788748  107.4533350310 
  22.9     0.0400500000   -2.8400000000  -12.6260000000   37.5460000000    0.0029290000   -0.0306390000    1.0036620000   -0.0990000000    0.2440000000  -27.6100000000      30.1         -0.1671286955   -1.7485372314  104.4207713036 
  22.9     0.0400500000   -2.5600000000  -12.6800000000   37.5060000000    0.0096430000   -0.0345450000    1.0032950000   -0.1830000000    1.8010000000  -33.1140000000      29.9         -0.5503456171   -1.9720033408  104.4082439446 
  23.0     0.0400500000   -2.3200000000  -12.6930000000   37.3730000000   -0.0019530000   -0.0291740000    1.0041500000   -0.0990000000    0.8390000000  -31.0220000000      30.1          0.1113890548   -1.6641706827  100.9590510141 
  23.0     0.0400490000   -1.9200000000  -12.6000000000   37.4130000000    0.0578610000   -0.0428460000    1.0493160000    9.0450000000   -5.6480000000  -32.4270000000      30.1         -3.1535641290   -2.3382203279  109.8864409364 
  23.0     0.0400500000   -1.3600000000  -12.2260000000   37.7060000000    0.0318600000   -0.0203850000    1.1477050000   10.1830000000  -12.3350000000  -12.1670000000      30.1         -1.5898573290   -1.0175538727  101.7887088630 
  23.1     0.0400500000   -0.8400000000  -12.0660000000   37.4800000000    0.0263670000    0.0100090000    1.0772700000    6.9230000000   -9.6710000000  -27.8010000000      30.1         -1.4020172220    0.5323242608   98.0424164720 
  23.1     0.0400500000   -0.5600000000  -11.9060000000   37.3060000000   -0.0236810000    0.0214840000    0.9857170000    9.7020000000    7.8090000000  -37.5110000000      30.1          1.3758902836    1.2485811535   88.5157120840 
  23.2     0.0400590000   -0.6530000000  -11.1330000000   37.5600000000    0.0340570000   -0.0360100000    1.0496820000   29.1750000000   15.4040000000  -20.6330000000      29.8         -1.8572215904   -1.9647971539  100.8267506745 
  23.2     0.0400400000   -0.7860000000  -10.5200000000   37.5200000000    0.0373530000    0.0112300000    1.0759270000   26.2820000000    7.0220000000   -7.5570000000      29.9         -1.9882330467    0.5980036192  100.8100634822 
  23.2     0.0400500000   -1.0400000000   -9.7730000000   37.3860000000   -0.0421140000    0.0076900000    0.9383540000   34.1980000000   18.9770000000  -18.8620000000      29.9          2.5696649996    0.4695399401   86.4031378871 
  23.3     0.0400500000   -1.2530000000   -9.4130000000   37.2260000000   -0.0290520000    0.0817870000    0.9714350000   12.8930000000    9.4650000000   -8.7320000000      29.9          1.7069572117    4.8124936352   90.7835888365 
  23.3     0.0400500000   -1.3200000000   -9.2260000000   37.2660000000   -0.0487060000    0.0922850000    0.9451900000    8.0760000000    8.2210000000   -7.3350000000      30.1          2.9359280124    5.5764815945   87.6049916353 
  23.4     0.0400500000   -1.3330000000   -9.0400000000   37.1060000000   -0.0386960000    0.0583490000    0.9345700000   10.5030000000    2.2440000000  -15.1750000000      30.1          2.3663830042    3.5725710099   89.1205774989 
  23.4     0.0400500000   -1.3730000000   -8.8400000000   37.0000000000   -0.0329580000    0.0666500000    0.9876700000    8.6330000000    3.1290000000   -8.0830000000      30.1          1.9068855256    3.8605838262   90.8289162257 
  23.4     0.0400500000   -1.5330000000   -8.9860000000   36.8400000000   -0.0515130000    0.0648190000    0.9575190000   -4.1370000000    6.3350000000   -6.3740000000      29.9          3.0724349495    3.8727144521   87.9662265766 
  23.5     0.0400500000   -1.5200000000   -8.6660000000   37.0660000000   -0.0574950000    0.1281730000    0.9836420000   14.9610000000    6.3200000000  -10.6480000000      30.1          3.3172176435    7.4240692816   87.6698414658 
  23.5     0.0400500000   -1.8800000000   -8.3730000000   36.9730000000   -0.0484610000    0.0607910000    0.9510490000   11.9920000000   15.0830000000    0.0450000000      29.8          2.9110708901    3.6573674632   90.1647883929 
  23.6     0.0400500000   -2.3460000000   -8.7200000000   36.7330000000   -0.0463860000    0.0960690000    0.9808340000  -15.0830000000   13.5410000000    9.0530000000      29.9          2.6947618214    5.5940627528   93.1030455935 
  23.6     0.0400500000   -2.4800000000   -8.6530000000   36.9330000000   -0.0467520000    0.0810540000    1.0037840000    4.5410000000    8.4190000000  -10.4120000000      29.9          2.6580281307    4.6165289161   93.9579664623 
  23.6     0.0400500000   -2.5860000000   -9.1730000000   36.7200000000   -0.0554190000    0.0490720000    0.9818110000  -25.1370000000    4.0990000000   -4.2360000000      30.1          3.2266524314    2.8613253979   92.8296640253 
  23.7     0.0400490000   -2.7200000000  -10.4530000000   36.1860000000   -0.0710440000    0.0653070000    0.9860830000  -58.4960000000    7.5340000000   -4.0610000000      30.0          4.1118731329    3.7890917806   90.7753500150 
  23.7     0.0400500000   -2.5730000000  -12.6260000000   35.3060000000   -0.0732420000   -0.0341790000    1.0062250000 -104.0530000000   -7.7860000000    9.4880000000      30.1          4.1607628590   -1.9454493831   89.8743828560 
  23.8     0.0400500000   -3.0930000000  -16.0660000000   33.8530000000   -0.0997310000   -0.0885000000    1.0183100000 -125.0610000000   28.6710000000   17.7550000000      30.1          5.5727085020   -4.9670213909   88.5463790470 
  23.8     0.0400500000   -4.8660000000  -19.6660000000   31.3060000000   -0.1231680000   -0.2160640000    0.9157710000 -125.0610000000   85.0830000000    9.8930000000      29.9          7.4577523774  -13.2754015027   91.3607931903 
  23.8     0.0400500000   -5.0130000000  -22.1600000000   29.4260000000   -0.1121820000   -0.2977290000    0.9931640000 -118.1450000000    7.4800000000  -29.3960000000      29.9          6.1752126548  -16.6875890542   95.6648400619 
  23.9     0.0400500000   -3.5460000000  -24.7460000000   27.5200000000   -0.1279290000   -0.3967280000    0.9276120000 -116.2130000000  -21.4880000000  -53.5110000000      29.9          7.2266438879  -23.1557872231   85.7373930494 
  23.9     0.0400500000   -2.0930000000  -26.8800000000   25.3200000000   -0.0823970000   -0.4437250000    0.9011230000 -125.0610000000  -40.2510000000  -42.0070000000      29.9          4.6895968429  -26.2162508072   86.7155450973 
  24.0     0.0400490000   -0.8530000000  -28.2930000000   23.5730000000   -0.0994870000   -0.4703360000    0.7894280000  -87.8700000000  -44.7780000000  -14.9080000000      30.1          6.1790733708  -30.7862071105   76.7137509614 
  24.0     0.0400500000   -0.2800000000  -29.9060000000   21.2660000000   -0.0498040000   -0.5444330000    0.7947990000 -112.6480000000  -35.9840000000   -3.4190000000      30.1          2.9593752935  -34.4109316654   83.2458718887 
  24.0     0.0400500000    0.0260000000  -31.1600000000   19.6800000000   -0.0013420000   -0.6711420000    0.8133540000  -75.2290000000  -24.4960000000   14.2290000000      30.1          0.0729167235  -39.5278681885   89.6487417409 
  24.1     0.0400500000    0.1060000000  -31.8930000000   18.2130000000   -0.0000000000   -0.7215570000    0.7751460000  -62.4040000000  -17.3740000000    4.4650000000      30.1          0.0000000000  -42.9494178428   89.4446015662 
  24.1     0.0400500000    0.3860000000  -32.8000000000   16.1460000000   -0.0153800000   -0.7374260000    0.7360830000  -94.4960000000  -23.5410000000   -1.0380000000      30.1          0.8456866069  -45.0522210659   85.6327653367 
  24.2     0.0400500000    0.6930000000  -33.5060000000   14.8660000000    0.0023190000   -0.7194820000    0.7004390000  -43.1450000000  -14.5950000000   -2.4350000000      29.9         -0.1323227053  -45.7683653676   87.2383642512 
  24.2     0.0400500000    0.8400000000  -33.7730000000   13.8000000000   -0.0123290000   -0.7442620000    0.6614990000  -46.0990000000   -7.7630000000   -5.5030000000      30.1          0.7093824392  -48.3693516505   84.0376766821 
  24.2     0.0400500000    0.9860000000  -33.9330000000   13.0260000000    0.0224600000   -0.7523190000    0.6860350000  -23.7170000000    4.2130000000   -9.5260000000      30.1         -1.2637189739  -47.6385079452   88.9648560238 
  24.3     0.0400500000    1.0800000000  -33.9060000000   13.0000000000    0.0177000000   -0.7864990000    0.6179190000   -1.1520000000    0.7780000000   -2.0680000000      30.2         -1.0138243945  -51.8447778533   87.5120313803 
  24.3     0.0400500000    1.1600000000  -34.0130000000   13.0530000000    0.0136710000   -0.7764890000    0.6353750000   -0.4420000000    3.7320000000   -0.2740000000      29.8         -0.7806559803  -50.7076841010   86.5545630595 
  24.4     0.0400500000    0.9860000000  -33.8660000000   13.2260000000    0.0083000000   -0.7420650000    0.6168210000   10.5870000000    4.4350000000    3.8320000000      30.1         -0.4928164308  -50.2658842397   86.5632753642 
  24.4     0.0400500000    0.7460000000  -33.7730000000   13.4400000000   -0.0080560000   -0.7666010000    0.5957030000    8.6180000000    6.5030000000   12.3050000000      29.9          0.4754254448  -52.1502756361   84.1511293372 
  24.4     0.0400500000    0.5330000000  -33.9460000000   13.5330000000    0.0012200000   -0.7617180000    0.6617430000    3.3810000000    3.7700000000    5.2970000000      30.1         -0.0692760585  -49.0175001462   87.6646514375 
  24.5     0.0400500000    0.4260000000  -33.7860000000   13.9330000000    0.0180660000   -0.8322750000    0.6340330000   11.1750000000    2.3810000000   -0.3660000000      30.1         -0.9892316099  -52.6995924802   91.1214394751 
