MkMagnettoSettings {rangeAcc = RA2, rangeGyro = RG125, cycleMag = CM200, frequencyAccAndGyro = FAG25, frequencyMag = FM600}
MkPortName {portName = "/dev/ttyUSB0"}
System Coordinate = Base (how as PNI)

Time         TimeStep MagX   MagY    MagZ   AccX   AccY   AccZ  GyroX  GyroY  GyroZ     Temp       Pitch   Roll  Azimuth
  10.3     0.0400500000    3.2000000000  -12.1060000000   37.4260000000    0.0130610000   -0.0339350000    1.0136710000   -1.9160000000    5.4350000000    0.2290000000      30.1         -0.7377934702   -1.9173937180   75.9581877114 
  10.4     0.0400500000    3.0130000000  -12.1860000000   37.1600000000    0.0174560000   -0.0322260000    1.0026850000   -0.7630000000    2.4800000000   -0.0300000000      30.1         -0.9968615250   -1.8408357827   77.8781957374 
  10.4     0.0400500000    2.9730000000  -12.1860000000   37.2130000000    0.0172110000   -0.0339350000    1.0014640000   -0.9610000000    2.7700000000    0.0910000000      30.1         -0.9840145110   -1.9407473623   77.9703212716 
  10.5     0.0400500000    2.8530000000  -12.2260000000   37.3730000000    0.0113520000   -0.0555410000    1.0047600000   -1.8700000000    5.8160000000   -0.3120000000      30.2         -0.6463261726   -3.1639690377   76.5600096744 
  10.5     0.0400500000    2.9460000000  -12.2260000000   37.4400000000    0.0069580000   -0.0155020000    1.0065910000    0.4420000000   -0.7170000000   -2.6180000000      30.1         -0.3960003799   -0.8823136352   77.0152440340 
  10.5     0.0400490000    2.8400000000  -12.2660000000   37.1060000000    0.0123290000   -0.0378410000    1.0028070000   -0.3660000000    1.1750000000   -1.8770000000      29.9         -0.7038859475   -2.1610353520   77.6438748104 
  10.6     0.0400500000    2.7060000000  -12.3330000000   37.2800000000    0.0150140000   -0.0717770000    0.9948730000   -4.1980000000    9.7550000000    2.7250000000      29.9         -0.8623652450   -4.1265627955   77.4979170153 
  10.6     0.0400500000    2.4400000000  -12.3860000000   37.3460000000   -0.0006100000   -0.0114740000    1.0118400000   -0.2290000000    6.2060000000    4.2670000000      30.1          0.0345392299   -0.6496912531   78.3668933947 
  10.7     0.0400500000    2.2530000000  -12.4130000000   37.1200000000   -0.0186760000   -0.0213620000    1.0256340000   -1.0300000000   17.8850000000  -23.0760000000      30.1          1.0429702854   -1.1931892865   75.8548264364 
  10.7     0.0400500000    0.6400000000  -12.4400000000   37.1060000000   -0.0078120000   -0.0529780000    1.0272210000   -1.1980000000   87.9840000000  -29.2970000000      29.9          0.4351468129   -2.9523625446   84.9644505488 
  10.7     0.0400500000   -1.5330000000  -12.7330000000   37.0530000000   -0.1231680000   -0.0673820000    0.9919430000   -9.3430000000   95.9540000000   -6.5870000000      30.1          7.0619890842   -3.8860925842   72.9306572455 
  10.8     0.0400500000   -4.0000000000  -12.6660000000   36.8800000000   -0.1773680000   -0.0571280000    0.9930410000   11.0760000000  124.0220000000  -26.1060000000      30.1         10.1104954052   -3.2925020787   75.8533183519 
  10.8     0.0400490000   -6.6400000000  -13.2930000000   35.8660000000   -0.2443840000   -0.0639640000    0.9715570000  -19.2060000000   97.6790000000  -31.3200000000      29.8         14.0898939419   -3.7667227962   77.1670406449 
  10.9     0.0400500000   -8.0530000000  -14.0930000000   35.3060000000   -0.3194580000   -0.0687250000    0.9156490000  -31.5340000000   54.1520000000   -1.2440000000      30.1         19.1832143480   -4.2923469595   69.3106904962 
  10.9     0.0400490000   -8.6930000000  -14.3860000000   35.1200000000   -0.3316650000   -0.0701900000    0.9433590000   -9.6100000000   31.7170000000    2.4420000000      29.8         19.3211573670   -4.2552136935   72.3408215037 
  10.9     0.0400500000   -9.4930000000  -14.3860000000   34.9600000000   -0.3623040000   -0.0671380000    0.9218750000    2.2210000000   29.7320000000   -0.4420000000      29.9         21.4036709079   -4.1653638146   70.1307151150 
  11.0     0.0400510000   -9.7060000000  -14.5060000000   34.5860000000   -0.3840330000   -0.0854490000    0.9245600000   -1.1290000000    7.5640000000   -7.0450000000      29.9         22.4702661890   -5.2803478554   67.3297032829 
  11.0     0.0400500000   -9.8000000000  -14.3860000000   34.7460000000   -0.3707270000   -0.0883780000    0.9201660000    9.8090000000   11.5030000000  -12.4800000000      30.1         21.8530509587   -5.4861857052   68.6894937778 
  11.1     0.0400500000   -9.9460000000  -14.2000000000   34.8400000000   -0.3648680000   -0.0947260000    0.9340820000    1.3120000000    0.8390000000   13.2740000000      30.1         21.2372937121   -5.7906142928   70.2791338891 
  11.1     0.0400500000  -10.1060000000  -14.1460000000   34.6530000000   -0.4086910000   -0.0876460000    0.9117430000    8.0830000000    5.5260000000   -5.0150000000      29.9         24.0462139325   -5.4909798406   63.4546058004 
  11.1     0.0400500000  -10.4400000000  -13.9200000000   34.6260000000   -0.3887930000   -0.0736080000    0.9267570000   14.8320000000   24.5340000000  -14.2130000000      30.1         22.6948219166   -4.5412041853   69.7350832836 
  11.2     0.0400490000  -10.8930000000  -13.7330000000   34.7330000000   -0.4029540000   -0.0682370000    0.9241940000   14.7400000000   28.6100000000  -23.6480000000      29.8         23.5004763670   -4.2227181009   69.2218517660 
  11.2     0.0400500000  -11.4930000000  -13.4000000000   34.6530000000   -0.4174800000   -0.0599360000    0.9155270000   29.5640000000   51.5870000000  -44.2210000000      29.9         24.4667514534   -3.7455874888   69.1837009370 
  11.3     0.0400500000  -12.3730000000  -13.0260000000   34.2260000000   -0.4649650000   -0.0214840000    0.8730460000   37.3740000000   50.4800000000  -49.7930000000      30.1         28.0315833160   -1.4096555601   66.4487331035 
  11.3     0.0400500000  -12.9200000000  -11.9730000000   34.6130000000   -0.3922110000   -0.0872800000    0.9263910000   65.5260000000   43.0830000000  -55.3120000000      29.9         22.8558416759   -5.3822387243   77.5462980152 
  11.3     0.0400500000  -12.8530000000  -11.0800000000   35.0800000000   -0.5079340000   -0.0168450000    0.8619380000   58.5030000000   15.7250000000  -61.0150000000      30.1         30.5057610478   -1.1195985783   56.6477951039 
  11.4     0.0400500000  -12.8000000000   -9.6260000000   35.3860000000   -0.4884030000   -0.0367430000    0.8917230000   76.4960000000   17.8160000000  -60.7400000000      29.7         28.6893622882   -2.3595091949   53.9754892103 
  11.4     0.0400500000  -12.7730000000   -8.3330000000   35.7460000000   -0.5231930000    0.0028070000    0.8665770000   78.6710000000   19.8160000000  -89.8770000000      30.1         31.1212081210    0.1855907676   48.3035212937 
  11.5     0.0400490000  -12.4930000000   -7.0000000000   36.3060000000   -0.5701900000    0.0488280000    0.8305660000   80.5190000000   11.6870000000  -89.2060000000      29.9         34.4237957958    3.3644791530   42.4998375560 
  11.5     0.0400500000  -12.3060000000   -5.7200000000   36.6930000000   -0.4694820000   -0.0058590000    0.8941650000   74.2900000000    6.6480000000  -91.7250000000      30.1         27.7012458099   -0.3754241867   41.5676314942 
  11.5     0.0400500000  -12.1200000000   -4.2000000000   36.7330000000   -0.5738520000    0.0504150000    0.8459470000   79.7780000000   10.1900000000  -69.3280000000      29.9         34.1040151692    3.4105614690   31.5583789359 
  11.6     0.0400500000  -12.3200000000   -2.5600000000   36.9460000000   -0.5582270000    0.0313720000    0.8104240000   79.7170000000   13.1520000000  -69.5190000000      29.9         34.5393666930    2.2168471714   20.3898760038 
  11.6     0.0400500000  -12.4130000000   -1.1860000000   37.1460000000   -0.6187740000    0.1054680000    0.7988280000   74.1750000000   10.8320000000  -78.0450000000      29.9         37.5220299695    7.5211708712   25.7997546705 
  11.7     0.0400500000  -12.7200000000    0.0130000000   36.8930000000   -0.5672600000    0.0587150000    0.8135980000   67.0610000000   17.1220000000  -77.4880000000      29.9         34.8153459321    4.1277137621   14.0414473556 
  11.7     0.0400500000  -13.0000000000    0.8930000000   36.7600000000   -0.6044920000    0.0888670000    0.7949210000   51.1140000000    8.3350000000  -64.2670000000      30.1         37.0796184720    6.3788099882   15.2628207735 
  11.7     0.0400490000  -13.0530000000    1.5060000000   36.8530000000   -0.6251220000    0.0925290000    0.7784420000   31.1600000000    0.8010000000  -39.7090000000      30.1         38.5698709773    6.7786203764   12.6464792758 
  11.8     0.0400500000  -13.0800000000    1.7060000000   36.9460000000   -0.5971670000    0.0891110000    0.7985830000   10.5800000000   -6.9000000000  -18.5870000000      30.1         36.6186526023    6.3670901432   11.7802952105 
  11.8     0.0400500000  -12.6530000000    1.7060000000   36.8930000000   -0.6174310000    0.0970450000    0.7908930000    7.0610000000  -11.3050000000   -9.7780000000      29.9         37.7708287911    6.9954002770   12.5723687977 
  11.9     0.0400500000  -12.6000000000    1.6800000000   36.9460000000   -0.5842280000    0.0809320000    0.8099360000   -4.2740000000   -2.3580000000    0.6410000000      29.9         35.6689597748    5.7062785971   10.0478850018 
  11.9     0.0400500000  -12.4400000000    1.4930000000   37.1330000000   -0.6090080000    0.0882560000    0.7954100000   -9.4190000000   -6.9310000000   -0.3660000000      29.9         37.2705140809    6.3314474926   11.7532190334 
  11.9     0.0400500000  -12.3060000000    1.0260000000   37.1200000000   -0.5856930000    0.0880120000    0.8157950000  -13.5640000000   -2.4190000000   11.8090000000      29.9         35.5192231754    6.1575362912   14.4541091211 
  12.0     0.0400500000  -12.2660000000    0.8660000000   37.0130000000   -0.5955810000    0.0789790000    0.8070060000  -13.5640000000   -0.9770000000   20.7550000000      29.9         36.2974304676    5.5895478618   12.9071158639 
  12.0     0.0400500000  -12.3330000000    0.4260000000   37.1060000000   -0.5993650000    0.0743400000    0.7946770000  -24.2290000000    1.3740000000   15.4500000000      30.1         36.9045717494    5.3443201821   13.7970072593 
  12.1     0.0400500000  -12.5460000000   -0.2130000000   37.1200000000   -0.6010740000    0.0838620000    0.8051750000  -36.7170000000   10.1980000000   20.4880000000      29.8         36.5937773736    5.9461312324   18.7920931523 
  12.1     0.0400490000  -12.9330000000   -2.0130000000   36.6930000000   -0.6114500000    0.0368650000    0.7929680000  -85.9840000000   13.8390000000   92.6560000000      30.1         37.6055662948    2.6617583168   17.1153736753 
  12.1     0.0400500000  -13.5730000000   -3.4930000000   36.2660000000   -0.5928950000    0.0462640000    0.8184810000  -97.5410000000   14.2590000000  119.9310000000      30.1         35.8755872846    3.2351567408   28.7067042577 
  12.2     0.0400500000  -14.0930000000   -5.0530000000   35.9460000000   -0.6180410000    0.0247800000    0.7832030000 -107.5640000000    0.1600000000  124.7480000000      29.8         38.2637322116    1.8121942110   29.1679950337 
  12.2     0.0400500000  -14.7330000000   -6.7730000000   35.3330000000   -0.5601800000    0.0551750000    0.8427730000  -92.7320000000    7.0530000000  116.3960000000      30.2         33.5549955496    3.7457176020   52.4659916794 
  12.3     0.0400500000  -15.5060000000   -7.7600000000   34.6130000000   -0.5815420000    0.0203850000    0.8125000000  -82.5490000000    7.6640000000  104.4120000000      29.9         35.5844340662    1.4372055259   49.3301015618 
  12.3     0.0400500000  -16.0000000000   -8.7600000000   34.1860000000   -0.5600580000    0.0303950000    0.8381340000  -80.6870000000   -2.9160000000   89.6640000000      30.1         33.7342519735    2.0769260878   61.2159672522 
  12.3     0.0400500000  -16.6130000000   -9.6660000000   33.7600000000   -0.6051020000    0.0148920000    0.8081050000  -73.8240000000    2.4800000000   81.5410000000      29.9         36.8208831923    1.0557442162   56.4404719064 
  12.4     0.0400490000  -17.5860000000  -10.7730000000   32.7730000000   -0.5683590000    0.0111080000    0.8334960000  -86.0990000000   12.8700000000   91.8240000000      30.1         34.2876187213    0.7635355702   71.0426003566 
  12.4     0.0400500000  -18.3860000000  -12.1730000000   31.6660000000   -0.6000970000    0.0019530000    0.8135980000 -125.0610000000   -8.8240000000  117.8470000000      30.1         36.4118189599    0.1375352969   71.9889992843 
  12.5     0.0400500000  -18.9330000000  -12.7330000000   31.2660000000   -0.5996090000   -0.0217280000    0.7985830000  -63.3810000000   -5.2970000000   75.8850000000      30.1         36.8905520239   -1.5585300891   72.1402161791 
  12.5     0.0400490000  -19.5600000000  -13.2130000000   30.7460000000   -0.6135250000   -0.0114740000    0.7957760000  -79.5260000000   -2.3740000000   84.4880000000      30.1         37.6285174403   -0.8260694239   75.1110746827 
  12.5     0.0400510000  -20.4930000000  -13.9730000000   29.5600000000   -0.5971670000   -0.0303950000    0.8018790000  -92.4500000000   -9.3580000000  106.2510000000      30.2         36.6557085176   -2.1707413342   83.2921323778 
  12.6     0.0400500000  -21.3600000000  -13.7460000000   29.0530000000   -0.5937500000   -0.0661620000    0.8220210000  -33.6100000000   12.3350000000   71.4500000000      29.8         35.7530137446   -4.6016454925   88.8385813301 
  12.6     0.0400500000  -22.1060000000  -13.8530000000   28.5600000000   -0.6115720000   -0.0073240000    0.7976070000  -69.3200000000   -2.0910000000   82.2440000000      30.1         37.4783293403   -0.5261018215   90.3736938923 
  12.7     0.0400490000  -23.1460000000  -13.5860000000   27.8130000000   -0.5820310000   -0.0874020000    0.8132320000  -38.4960000000    6.4880000000   71.2740000000      30.1         35.4357705675   -6.1343097002  100.6614164371 
  12.7     0.0400500000  -24.2000000000  -13.1600000000   27.0130000000   -0.6517330000    0.0045160000    0.7257080000  -35.5110000000   19.9690000000   73.3120000000      30.1         41.9253513397    0.3565406478   90.0481387477 
  12.7     0.0400500000  -24.7200000000  -13.0800000000   26.7600000000   -0.5980220000   -0.0329580000    0.8100580000  -32.3740000000    2.8850000000   42.9160000000      30.1         36.4138077354   -2.3298496815  107.1869331824 
  12.8     0.0400500000  -25.0130000000  -13.0930000000   26.6130000000   -0.5891110000   -0.0465080000    0.8127440000  -14.7320000000    4.0380000000   13.1670000000      29.9         35.8916864119   -3.2750894043  110.1940669509 
  12.8     0.0400500000  -25.0000000000  -13.0000000000   26.5330000000   -0.6069330000   -0.0443110000    0.8024900000    6.7020000000   -3.3050000000   -3.7930000000      29.8         37.0587122410   -3.1604852093  107.1453519163 
  12.9     0.0400500000  -24.9860000000  -13.0260000000   26.4930000000   -0.6199950000   -0.0187980000    0.7924800000   -1.9460000000   -1.7700000000    3.1220000000      29.9         38.0299514820   -1.3588281440  104.3635139245 
  12.9     0.0400500000  -25.0800000000  -13.0000000000   26.5860000000   -0.6243890000   -0.0153800000    0.7904050000   12.8160000000    9.8390000000  -11.5490000000      30.1         38.3020791233   -1.1147423121  103.7321233575 
  12.9     0.0400500000  -25.1060000000  -13.0130000000   26.5330000000   -0.6226800000   -0.0184320000    0.7894280000   12.2290000000   11.3740000000  -15.2440000000      30.1         38.2578540833   -1.3375304175  104.0520145837 
  13.0     0.0400500000  -25.5060000000  -12.8530000000   26.0660000000   -0.6259760000   -0.0184320000    0.7877190000   19.7930000000   28.4880000000   -9.2670000000      29.9         38.4654452046   -1.3404312063  106.2779080222 
  13.0     0.0400500000  -25.8400000000  -12.6400000000   25.9460000000   -0.6990960000   -0.0197750000    0.7988280000   31.3120000000   23.5410000000  -16.0070000000      29.9         41.1821629283   -1.4180683223  100.2213591870 
  13.1     0.0400500000  -25.6800000000  -12.7600000000   26.1200000000   -0.6848140000   -0.0590820000    0.8750000000    0.1370000000   -2.9540000000  -17.4880000000      29.9         37.9850854352   -3.8628784938  108.5047578241 
  13.1     0.0400500000  -25.2000000000  -13.0400000000   26.0800000000   -0.7088620000    0.0305170000    0.7646480000   13.5260000000   -1.8930000000  -21.5030000000      30.1         42.8091285542    2.2854540345   94.5993720001 
  13.1     0.0400500000  -25.0930000000  -13.0260000000   25.9730000000   -0.6759030000   -0.0070800000    0.8074950000   10.8700000000    1.7700000000  -11.8160000000      30.1         39.9294866791   -0.5023482802  101.0485994973 
  13.2     0.0400500000  -24.8400000000  -13.1060000000   26.0800000000   -0.6810300000   -0.0052490000    0.8016350000    2.8010000000   -4.7860000000   -5.6030000000      29.9         40.3489997061   -0.3751598279   98.7481607014 
  13.2     0.0400490000  -24.3600000000  -13.2000000000   26.1860000000   -0.6333000000   -0.0571280000    0.7122800000    7.5800000000   -7.4730000000  -12.3960000000      30.1         41.5496287595   -4.5855586493   91.1280592453 
  13.3     0.0400500000  -24.2660000000  -12.9860000000   26.1060000000   -0.6118160000    0.0584710000    0.6761470000   15.7170000000   -0.0450000000   -0.6710000000      29.8         42.0344064390    4.9424574140   95.1080860265 
  13.3     0.0400500000  -24.2400000000  -12.8530000000   26.0930000000   -0.5999750000   -0.0533440000    0.6827390000    7.4800000000    0.9690000000   -1.3510000000      29.9         41.2218095222   -4.4675774213   92.2854838576 
  13.3     0.0400500000  -24.2530000000  -12.6800000000   26.3200000000   -0.6180410000    0.0062250000    0.7645260000   18.8010000000    2.0760000000   -6.3350000000      29.9         38.9510633848    0.4665091126  100.4597250777 
  13.4     0.0400500000  -24.0800000000  -12.2660000000   26.6930000000   -0.6356200000   -0.0137930000    0.7775870000   31.2060000000   -4.6870000000   -9.3810000000      30.1         39.2590483516   -1.0162178853   97.8132194768 
  13.4     0.0400500000  -23.8800000000  -11.7600000000   26.9860000000   -0.6397700000    0.0400390000    0.7225340000   44.1520000000   -6.1290000000  -18.0380000000      29.9         41.4797935849    3.1717840770   92.0539925867 
  13.5     0.0400500000  -23.4530000000  -10.8660000000   27.9200000000   -0.6328120000    0.0687250000    0.8186030000   79.8470000000  -17.2900000000  -31.2130000000      29.9         37.6081020454    4.7989564603   99.3000430843 
  13.5     0.0400490000  -23.2660000000   -9.0000000000   28.9060000000   -0.6701660000    0.0445550000    0.7069090000   89.0450000000   -5.3050000000    1.4880000000      29.9         43.4148958661    3.6064629602   76.7777319460 
  13.5     0.0400500000  -23.4260000000   -6.5460000000   29.4530000000   -0.6353750000    0.2114250000    0.8933100000  118.0300000000   -6.2210000000   19.4800000000      30.1         34.6885857525   13.3155170145  106.1487775861 
  13.6     0.0400500000  -23.1600000000   -3.5330000000   30.1600000000   -0.6533200000    0.1550290000    0.7403560000  125.0640000000  -22.8320000000   16.7090000000      29.9         40.8174273212   11.8267350475   82.3489737200 
  13.6     0.0400500000  -22.8130000000   -1.4260000000   30.7860000000   -0.5938720000    0.3316650000    0.7830810000   97.6560000000  -22.5570000000   13.0380000000      29.9         34.9276086699   22.9545310258  101.8375954721 
  13.7     0.0400500000  -22.1330000000    1.4660000000   31.3330000000   -0.6036370000    0.3280020000    0.7264400000  113.5950000000  -32.8010000000   17.3660000000      29.9         37.1378111374   24.3001155090   90.1936647440 
  13.7     0.0400500000  -21.6930000000    3.5860000000   31.4130000000   -0.5593260000    0.4160150000    0.7353510000   87.2820000000  -26.4040000000   16.5340000000      30.1         33.5055207037   29.4984312490   99.2960231220 
  13.7     0.0400500000  -20.9600000000    5.9060000000   31.5600000000   -0.5598140000    0.4520260000    0.7138670000   88.6480000000  -30.9540000000   40.2900000000      29.9         33.5262325076   32.3423010204   94.8098393194 
  13.8     0.0400500000  -20.2260000000    8.4800000000   31.6260000000   -0.5142820000    0.5056150000    0.6394040000   87.8700000000  -28.1750000000   43.1670000000      30.1         32.2477400585   38.3355314008   94.6868721182 
  13.8     0.0400500000  -19.4660000000   10.7730000000   31.3730000000   -0.4930410000    0.5587150000    0.6635740000   76.6710000000  -21.3050000000   43.8160000000      30.1         29.6126395874   40.0966557023   97.7858434713 
  13.9     0.0400500000  -18.8530000000   12.5060000000   31.1060000000   -0.4567870000    0.5699460000    0.6130370000   49.4730000000  -19.1600000000   38.9920000000      30.1         28.6217604491   42.9138826592   97.3814788048 
  13.9     0.0400500000  -18.1460000000   13.8260000000   31.1060000000   -0.4333490000    0.7197260000    0.6335440000   43.2060000000  -20.9160000000   38.0300000000      30.1         24.3205426134   48.6439185028  104.9569700213 
  13.9     0.0400500000  -17.4130000000   15.3330000000   30.8800000000   -0.4438470000    0.6059570000    0.5604240000   46.7320000000  -15.3050000000   36.8160000000      30.1         28.2689634510   47.2355685531   90.3489119988 
  14.0     0.0400500000  -16.9600000000   16.1730000000   30.6530000000   -0.3830560000    0.7178950000    0.5826410000   28.0680000000  -14.2970000000   18.7780000000      29.9         22.5044119137   50.9373400888  104.2983913827 
  14.0     0.0400500000  -16.6530000000   16.8800000000   30.5060000000   -0.3836660000    0.7083740000    0.6072990000   17.6250000000   -4.5720000000   21.2820000000      29.9         22.3519743895   49.3930506483  103.7435896009 
  14.1     0.0400490000  -16.4530000000   17.1730000000   30.5200000000   -0.3718260000    0.6979980000    0.5444330000    2.0070000000    1.3580000000    8.4580000000      30.1         22.7843320114   52.0460467603  101.1277402375 
  14.1     0.0400500000  -16.8000000000   16.8130000000   30.5200000000   -0.3500970000    0.7429190000    0.6290280000   -9.6560000000   11.6640000000    1.9770000000      29.9         19.7808982544   49.7454788941  111.0856800354 
  14.1     0.0400490000  -17.0130000000   16.7200000000   30.4000000000   -0.3793940000    0.7180170000    0.6018060000   -7.6410000000   10.2820000000   -1.7250000000      30.0         22.0460066381   50.0319415379  106.1196357812 
  14.2     0.0400500000  -17.2000000000   16.5730000000   30.4660000000   -0.3588860000    0.7475580000    0.6086420000   -7.1670000000    4.9080000000   -5.0680000000      29.8         20.4197943164   50.8484281005  110.5112477437 
  14.2     0.0400500000  -17.3730000000   16.2260000000   30.5460000000   -0.3787840000    0.6951900000    0.6108390000   -8.2510000000    6.3580000000   -1.9080000000      30.1         22.2596623478   48.6953644293  107.3522828785 
  14.3     0.0400500000  -17.4930000000   15.9200000000   30.5460000000   -0.3724360000    0.7114250000    0.6246330000   -3.6100000000   -0.8770000000  -13.8770000000      29.8         21.4743417386   48.7167831931  109.9578493782 
  14.3     0.0400500000  -17.4930000000   15.8530000000   30.5200000000   -0.3703610000    0.6832270000    0.6409910000    5.7860000000  -13.7480000000  -27.1370000000      29.9         21.5703826319   46.8268324743  110.8245343741 
  14.3     0.0400500000  -17.3460000000   15.6530000000   30.8130000000   -0.3784170000    0.6967770000    0.6427000000   -0.6100000000  -21.7250000000  -30.9230000000      29.8         21.7621662589   47.3118741012  108.8034325749 
  14.4     0.0400500000  -16.8930000000   15.2130000000   31.2260000000   -0.3809810000    0.6795650000    0.6573480000   15.7780000000  -45.8620000000  -51.7550000000      29.8         21.9471553848   45.9520613334  106.2894243572 
  14.4     0.0400490000  -16.1200000000   14.9730000000   31.5730000000   -0.4200430000    0.6485590000    0.6224360000   19.6940000000  -64.5410000000  -73.0000000000      30.1         25.0455414600   46.1774451860   93.5774305239 
  14.5     0.0400500000  -15.6000000000   15.2800000000   31.6800000000   -0.4230950000    0.7039790000    0.6163330000   50.2900000000  -56.6790000000  -73.1980000000      29.9         24.3320354573   48.7978818127   93.6534813340 
  14.5     0.0400500000  -14.5730000000   16.1730000000   31.7860000000   -0.3966060000    0.6046140000    0.6768790000   71.0070000000  -84.0300000000  -83.1750000000      29.8         23.6047070822   41.7724373138   87.1547716668 
  14.5     0.0400500000  -13.8930000000   16.5330000000   31.7860000000   -0.4719230000    0.6768790000    0.5213620000   46.9540000000  -64.6250000000  -73.4040000000      29.9         28.9140799608   52.3949527233   76.7653157725 
  14.6     0.0400500000  -13.3730000000   17.3730000000   31.5600000000   -0.4293210000    0.6827390000    0.6573480000   59.2360000000  -58.3050000000  -58.8090000000      29.9         24.3699309465   46.0854691410   79.3219862276 
  14.6     0.0400500000  -12.4660000000   18.4660000000   31.4000000000   -0.4822990000    0.7165520000    0.5422360000   59.5870000000  -76.8390000000  -61.3580000000      30.1         28.2236905358   52.8841342109   70.4280555851 
  14.7     0.0400500000  -11.7330000000   18.8930000000   31.3460000000   -0.4375000000    0.6965330000    0.6159660000   37.4960000000  -54.2290000000  -47.4650000000      29.9         25.1978873202   48.5126611022   68.8161871344 
  14.7     0.0400490000  -10.9730000000   19.0800000000   31.3200000000   -0.4659420000    0.6906730000    0.5799560000   25.3510000000  -65.7480000000  -54.3280000000      29.9         27.3225551154   49.9799230897   62.1030077335 
  14.7     0.0400500000  -10.0800000000   19.7860000000   31.2260000000   -0.4648430000    0.6967770000    0.6121820000   51.3200000000 -106.1750000000  -93.7780000000      30.1         26.6189246985   48.6977515719   56.5001933107 
  14.8     0.0400500000   -8.3330000000   20.2260000000   31.3730000000   -0.4138180000    0.6406250000    0.6058340000   27.7090000000 -104.9380000000  -58.6250000000      29.9         25.1420208381   46.5988171653   48.5464649865 
  14.8     0.0400500000   -7.4800000000   20.3860000000   31.3060000000   -0.4584960000    0.6948240000    0.6072990000   17.0000000000  -47.5340000000  -17.4580000000      30.1         26.4201870242   48.8454746274   47.5243692883 
  14.9     0.0400500000   -6.6260000000   20.9060000000   31.1200000000   -0.3562010000    0.6799310000    0.6966550000   24.0300000000  -49.9770000000    2.2060000000      29.9         20.0980976754   44.3039537828   46.4160449671 
  14.9     0.0400500000   -4.5600000000   22.0130000000   30.7060000000   -0.4248040000    0.6949460000    0.5845940000   50.1290000000 -122.4040000000  -31.0910000000      30.0         25.0691985465   49.9291913383   39.3324470755 
  14.9     0.0400500000   -3.0800000000   22.4660000000   30.4260000000   -0.3004150000    0.6583250000    0.6166990000   17.2510000000  -53.8090000000   -6.0300000000      29.8         18.4194469681   46.8698842669   37.7838201603 
  15.0     0.0400490000   -2.8130000000   22.6660000000   30.0930000000   -0.3308100000    0.7174070000    0.6453850000   18.1750000000  -26.1830000000  -18.7930000000      29.9         18.9224266212   48.0252021077   37.7076166237 
  15.0     0.0400500000   -0.9060000000   23.5730000000   29.5460000000   -0.2971190000    0.6905510000    0.6529540000   33.0610000000 -125.0610000000  -22.1370000000      29.9         17.3610167859   46.6029619301   27.1002216148 
  15.1     0.0400500000    0.7200000000   23.6400000000   29.4930000000   -0.2685540000    0.6916500000    0.6049800000   -3.8090000000  -50.3120000000    5.7170000000      29.9         16.2912863399   48.8241050534   30.8025185702 
  15.1     0.0400500000    0.9460000000   23.4260000000   29.5200000000   -0.2811270000    0.6828610000    0.6546630000   -3.8470000000  -19.2590000000  -15.9080000000      29.8         16.5508927783   46.2077443797   23.8247317168 
  15.1     0.0400500000    1.2530000000   23.5060000000   29.4260000000   -0.1839590000    0.7481680000    0.7399900000   -2.6250000000  -58.4580000000  -26.0220000000      29.9          9.9159994292   45.3148591535   29.7766332150 
  15.2     0.0400500000    3.0400000000   23.9730000000   29.0000000000   -0.2613520000    0.6717520000    0.6230460000    8.9380000000  -86.8700000000  -10.6560000000      30.1         15.9210113488   47.1542611930   20.6598353736 
  15.2     0.0400500000    3.7060000000   23.8800000000   28.9730000000   -0.1558830000    0.6818840000    0.6878660000   -2.7020000000  -27.2740000000   -2.8390000000      30.2          9.1428719978   44.7497782996   19.7044092706 
  15.3     0.0400490000    4.2800000000   23.7730000000   28.9060000000   -0.1925040000    0.7125240000    0.6850580000   -1.0000000000  -22.8470000000    6.4800000000      30.1         11.0208086725   46.1258611874   21.0903511356 
  15.3     0.0400500000    4.3060000000   23.5860000000   29.1730000000   -0.1878660000    0.6813960000    0.6779780000  -18.1060000000    5.0830000000    2.8850000000      30.1         11.0587271046   45.1440637835   19.5649381263 
  15.3     0.0400490000    4.1460000000   23.4660000000   29.4400000000   -0.1625970000    0.6965330000    0.7145990000  -11.8470000000    9.4190000000    3.7090000000      29.9          9.2543745949   44.2665115626   20.3139981699 
  15.4     0.0400500000    4.0000000000   22.8660000000   29.8530000000   -0.1993400000    0.6744380000    0.7061760000  -16.5260000000   18.2970000000   11.1290000000      29.9         11.5376848823   43.6830980830   19.7096732423 
  15.4     0.0400500000    3.7060000000   22.4660000000   30.1330000000   -0.1816400000    0.6968990000    0.7232660000  -15.3510000000   23.0220000000   10.6940000000      30.0         10.2510088361   43.9363600203   24.7027779648 
  15.5     0.0400500000    3.3600000000   22.0930000000   30.6400000000   -0.2135000000    0.6875000000    0.7155760000  -23.8010000000   44.7630000000   35.3280000000      30.1         12.1421867906   43.8536460955   25.4049960466 
  15.5     0.0400500000    2.3730000000   21.0400000000   31.4530000000   -0.2132560000    0.6832270000    0.7374260000  -30.8540000000   79.6870000000   41.3660000000      30.1         11.9768908723   42.8151817059   30.5299364108 
